"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"140","Austin Watson","T.B","L","33","239.73333333333","169","239","41.42","110","157","41.20","71","104","40.57","7","5","58.33","5.87","8.97","39.55","72","92","43.90","21","32","39.62","3","4","42.86","51","60","45.95","3","1","75.00","106","155","40.61","1","0","100.00","9.86","95.19","1.051","34","66","33","242","50.75","52","89","71","42.28"
"895","Nils Aman","VAN","C","43","444.36666666667","309","437","41.42","215","309","41.03","145","214","40.39","11","25","30.56","14.7","18.14","44.78","130","179","42.07","70","61","53.44","7","7","50.00","60","118","33.71","3","14","17.65","188","269","41.14","1","4","20.00","7.59","88.32","0.959","49","70","45","517","52.13","88","115","97","47.57"
"521","Tyson Jost","BUF","C","43","455.63333333333","328","464","41.41","233","336","40.95","157","228","40.78","12","25","32.43","13.18","23.54","35.90","154","224","40.74","63","107","37.06","3","11","21.43","91","117","43.75","7","6","53.85","199","284","41.20","2","8","20.00","7.64","89.04","0.967","81","94","74","362","52.26","116","124","139","45.49"
"471","Kevin Stenlund","FLA","C","81","1020.9333333333","761","1080","41.34","528","766","40.80","396","530","42.76","22","60","26.83","32.28","57.64","35.90","279","493","36.14","116","230","33.53","9","32","21.95","163","263","38.26","9","19","32.14","470","699","40.21","3","9","25.00","5.56","88.68","0.942","131","205","271","855","32.59","218","276","441","33.08"
"520","Andrew Peeke","CBJ","D","23","359.05","308","437","41.34","219","304","41.87","155","204","43.18","18","27","40.00","11.26","22.54","33.32","126","210","37.50","39","93","29.55","6","13","31.58","87","117","42.65","6","7","46.15","172","267","39.18","6","7","46.15","11.61","86.76","0.984","32","59","64","275","33.33","80","100","135","37.21"
"948","Lane Hutson","MTL","D","2","45.433333333333","38","54","41.30","26","39","40.00","18","28","39.13","2","4","33.33","1.96","2.11","48.17","23","22","51.11","9","8","52.94","2","1","66.67","14","14","50.00","0","1","0.00","18","31","36.73","0","2","0.00","11.11","85.71","0.968","2","8","5","32","28.57","8","11","10","44.44"
"670","Sheldon Rempal","VGK","R","9","89.75","71","101","41.28","54","68","44.26","40","43","48.19","3","4","42.86","3.6","3.5","50.64","37","42","46.84","17","13","56.67","2","0","100.00","20","29","40.82","0","3","0.00","36","55","39.56","1","1","50.00","7.50","90.70","0.982","12","21","9","90","57.14","23","28","18","56.10"
"170","Sean Kuraly","CBJ","C","62","851.58333333333","728","1036","41.27","515","746","40.84","350","513","40.56","28","53","34.57","30.67","53.74","36.33","323","497","39.39","128","205","38.44","16","30","34.78","195","292","40.04","10","14","41.67","374","646","36.67","2","9","18.18","8.00","89.67","0.977","58","143","214","699","21.32","124","203","369","25.15"
"195","Jamie Oleksiak","SEA","D","82","1611.2166666667","1386","1977","41.21","1000","1397","41.72","693","925","42.83","60","93","39.22","66.73","95.95","41.02","636","912","41.09","275","353","43.79","32","45","41.56","361","559","39.24","16","29","35.56","735","1394","34.52","10","19","34.48","8.66","89.95","0.986","99","272","424","1183","18.93","308","420","850","26.60"
"584","Kole Lind","SEA","R","1","5.9833333333333","7","10","41.18","4","7","36.36","4","6","40.00","0","0","-","0.27","0.21","56.54","3","3","50.00","1","1","50.00","0","0","-","2","2","50.00","0","0","-","3","5","37.50","0","0","-","0.00","100.00","1.000","1","2","0","5","100.00","3","3","0","100.00"
"175","Jean-Gabriel Pageau","NYI","C","82","1304.4833333333","1115","1594","41.16","796","1099","42.01","533","762","41.16","53","77","40.77","57.74","73.23","44.09","500","744","40.19","235","289","44.85","28","33","45.90","265","455","36.81","14","24","36.84","680","1018","40.05","10","19","34.48","9.94","89.90","0.998","204","276","426","1016","32.38","332","384","673","33.03"
"637","Gustav Lindström","MTL","D","14","213.93333333333","163","233","41.16","114","168","40.43","76","116","39.58","7","9","43.75","6.93","10.24","40.36","73","119","38.02","31","46","40.26","4","2","66.67","42","73","36.52","1","7","12.50","99","118","45.62","2","0","100.00","9.21","92.24","1.015","23","42","31","152","42.59","45","64","64","41.28"
"422","Erik Cernak","T.B","D","69","1323.8333333333","1040","1488","41.14","723","1039","41.03","495","751","39.73","59","74","44.36","54.46","75.88","41.79","508","722","41.30","215","300","41.75","28","33","45.90","293","422","40.98","16","24","40.00","554","961","36.57","14","17","45.16","11.92","90.15","1.021","131","306","313","917","29.50","297","463","651","31.33"
"18","Andrew Cogliano","COL","C","75","795.73333333333","615","881","41.11","426","621","40.69","310","429","41.95","29","43","40.28","25.49","51.53","33.10","251","421","37.35","106","186","36.30","11","25","30.56","145","235","38.16","11","10","52.38","346","615","36.00","4","8","33.33","9.35","89.98","0.993","60","179","253","823","19.17","115","247","399","22.37"
"116","Radko Gudas","ANA","D","66","1285.7333333333","1057","1515","41.10","775","1068","42.05","524","732","41.72","57","74","43.51","47.8","73.39","39.44","425","739","36.51","174","304","36.40","32","37","46.38","251","435","36.59","16","21","43.24","598","950","38.63","8","16","33.33","10.88","89.89","1.008","80","238","294","961","21.39","241","337","553","30.35"
"737","John Leonard","ARI","L","6","41.2","32","46","41.03","18","31","36.73","15","24","38.46","1","2","33.33","1.08","1.6","40.40","17","17","50.00","4","3","57.14","0","1","0.00","13","14","48.15","1","0","100.00","12","31","27.91","0","1","0.00","6.67","91.67","0.983","6","9","3","44","66.67","9","12","11","45.00"
"838","Kaiden Guhle","MTL","D","70","1459.55","1171","1684","41.02","860","1165","42.47","595","790","42.96","60","85","41.38","55.99","80.77","40.94","529","835","38.78","209","319","39.58","33","45","42.31","320","516","38.28","16","28","36.36","701","999","41.24","9","12","42.86","10.08","89.24","0.993","125","282","286","965","30.41","327","448","599","35.31"
"515","Riley Tufte","COL","L","5","55.6","41","59","41.00","31","51","37.80","22","28","44.00","2","4","33.33","1.64","3.57","31.46","17","35","32.69","6","20","23.08","1","2","33.33","11","15","42.31","0","2","0.00","32","23","58.18","1","0","100.00","9.09","85.71","0.948","9","7","7","50","56.25","18","10","18","50.00"
"743","Brayden Pachal","VGK","D","17","248.35","205","295","41.00","136","211","39.19","96","144","40.00","6","13","31.58","8.1","13.51","37.48","100","127","44.05","26","62","29.55","1","11","8.33","74","65","53.24","4","2","66.67","110","183","37.54","1","0","100.00","6.25","90.97","0.972","27","49","43","214","38.57","56","63","77","42.11"
"934","Zack Ostapchuk","OTT","C","7","73.483333333333","54","78","40.91","33","55","37.50","26","42","38.24","1","2","33.33","2.26","3.44","39.61","27","32","45.76","11","18","37.93","1","2","33.33","16","14","53.33","0","0","-","27","45","37.50","0","0","-","3.85","95.24","0.991","11","14","6","78","64.71","23","17","12","65.71"
"927","Isak Rosen","BUF","R","7","60.1","47","68","40.87","32","54","37.21","26","34","43.33","0","3","0.00","1.65","2.89","36.32","19","32","37.25","9","12","42.86","0","2","0.00","10","20","33.33","0","1","0.00","36","43","45.57","0","0","-","0.00","91.18","0.912","16","11","7","44","69.57","25","13","16","60.98"
"345","Tomas Nosek","N.J","L","36","425.11666666667","333","482","40.86","241","352","40.64","166","232","41.71","10","28","26.32","13.64","25.57","34.79","125","231","35.11","55","98","35.95","8","14","36.36","70","133","34.48","0","7","0.00","197","281","41.21","2","7","22.22","6.02","87.93","0.940","49","86","83","420","37.12","77","112","126","37.93"
"786","Graeme Clarke","N.J","R","3","34.15","29","42","40.85","16","30","34.78","11","21","34.38","1","3","25.00","0.86","2.31","27.18","13","23","36.11","2","13","13.33","0","2","0.00","11","10","52.38","1","1","50.00","14","25","35.90","0","0","-","9.09","85.71","0.948","3","11","8","29","27.27","4","13","18","18.18"
"300","Robert Hagg","ANA","D","5","63.916666666667","51","74","40.80","37","50","42.53","20","38","34.48","0","4","0.00","2.25","3.49","39.22","22","39","36.07","11","18","37.93","0","3","0.00","11","21","34.38","0","0","-","30","36","45.45","0","1","0.00","0.00","89.47","0.895","5","11","5","68","50.00","10","16","12","45.45"
"394","Rourke Chartier","OTT","C","37","398.46666666667","299","434","40.79","208","292","41.60","145","207","41.19","8","21","27.59","12.42","20.72","37.47","132","206","39.05","61","70","46.56","4","8","33.33","71","136","34.30","2","9","18.18","156","261","37.41","2","4","33.33","5.52","89.86","0.954","43","94","101","417","29.86","82","127","152","35.04"
"513","Brett Howden","VGK","C","72","952.36666666667","794","1156","40.72","543","807","40.22","387","537","41.88","38","58","39.58","36.14","54.78","39.75","382","557","40.68","149","227","39.63","17","30","36.17","233","330","41.39","13","18","41.94","442","677","39.50","5","10","33.33","9.82","89.20","0.990","139","208","186","725","42.77","224","272","338","39.86"
"50","Robert Bortuzzo","STL","D","4","41.566666666667","37","54","40.66","26","39","40.00","17","26","39.53","3","2","60.00","1.66","3.03","35.39","16","25","39.02","9","13","40.91","2","2","50.00","7","12","36.84","1","0","100.00","22","31","41.51","0","0","-","17.65","92.31","1.100","5","6","3","60","62.50","11","8","9","55.00"
"69","Travis Hamonic","OTT","D","48","707.3","594","868","40.63","429","612","41.21","300","441","40.49","27","51","34.62","27.41","42.74","39.08","249","427","36.83","124","171","42.03","16","24","40.00","125","256","32.81","6","17","26.09","352","490","41.81","5","10","33.33","9.00","88.44","0.974","103","149","142","617","42.04","221","222","263","45.66"
"480","Brett Seney","CHI","L","4","41.383333333333","28","41","40.58","17","25","40.48","15","17","46.88","1","1","50.00","0.92","1.39","39.85","9","18","33.33","3","8","27.27","1","0","100.00","6","10","37.50","0","0","-","18","24","42.86","0","1","0.00","6.67","94.12","1.008","5","7","4","44","55.56","7","13","10","41.18"
"802","Jackson LaCombe","ANA","D","71","1374.2166666667","1060","1558","40.49","762","1102","40.88","530","767","40.86","40","87","31.50","52.65","79.26","39.91","473","759","38.39","216","315","40.68","25","37","40.32","257","444","36.66","9","33","21.43","619","966","39.05","5","15","25.00","7.55","88.66","0.962","157","257","316","981","33.19","357","375","539","39.84"
"108","Byron Froese","VGK","C","16","170.7","129","190","40.44","95","124","43.38","69","81","46.00","4","7","36.36","5.84","7.66","43.25","62","103","37.58","26","29","47.27","3","1","75.00","36","74","32.73","1","4","20.00","61","91","40.13","0","2","0.00","5.80","91.36","0.972","11","43","29","157","27.50","19","53","51","27.14"
"634","Calle Rosen","STL","D","6","75.983333333333","57","84","40.43","43","63","40.57","31","47","39.74","1","2","33.33","1.87","4.36","30.02","23","38","37.70","8","20","28.57","1","0","100.00","15","18","45.45","0","2","0.00","33","41","44.59","0","0","-","3.23","95.74","0.990","1","19","4","80","20.00","11","27","11","50.00"
"428","Christian Fischer","DET","R","79","901.13333333333","712","1050","40.41","522","735","41.53","369","496","42.66","34","41","45.33","35.26","42.73","45.21","314","477","39.70","133","173","43.46","20","22","47.62","181","304","37.32","7","13","35.00","424","644","39.70","6","6","50.00","9.21","91.73","1.009","132","204","152","800","46.48","255","284","323","44.12"
"198","Connor Murphy","CHI","D","46","912.26666666667","707","1043","40.40","512","730","41.22","381","517","42.43","23","61","27.38","31.05","52.51","37.16","331","527","38.58","125","233","34.92","14","35","28.57","206","294","41.20","6","13","31.58","394","634","38.33","3","13","18.75","6.04","88.20","0.942","61","142","188","752","24.50","194","240","340","36.33"
"783","Henry Thrun","S.J","D","51","1019.9833333333","814","1203","40.36","558","880","38.80","373","595","38.53","34","64","34.69","37.44","59.26","38.71","368","583","38.70","146","233","38.52","17","22","43.59","222","350","38.81","12","26","31.58","496","747","39.90","5","16","23.81","9.12","89.24","0.984","109","197","190","758","36.45","293","286","405","41.98"
"197","Joel Armia","MTL","R","66","1026.4","826","1222","40.33","601","855","41.28","421","593","41.52","44","63","41.12","39.9","69.08","36.61","383","591","39.32","159","256","38.31","25","29","46.30","224","335","40.07","11","19","36.67","467","742","38.63","8","14","36.36","10.45","89.38","0.998","120","164","238","756","33.52","235","248","420","35.88"
"383","Fredrik Olofsson","COL","L","57","556.2","388","575","40.29","264","407","39.34","191","277","40.81","15","30","33.33","17.08","29.56","36.62","171","265","39.22","74","127","36.82","6","14","30.00","97","138","41.28","9","9","50.00","202","376","34.95","0","7","0.00","7.85","89.17","0.970","38","128","124","544","23.46","74","172","202","26.81"
"800","Simon Holmstrom","NYI","R","75","998.95","814","1207","40.28","593","841","41.35","401","595","40.26","42","55","43.30","33.65","56.85","37.18","339","586","36.65","141","218","39.28","22","22","50.00","198","368","34.98","13","25","34.21","506","722","41.21","7","8","46.67","10.47","90.76","1.012","148","212","247","848","37.47","267","304","416","39.09"
"721","Tyler Tucker","STL","D","26","323.71666666667","215","319","40.26","163","233","41.16","117","170","40.77","16","16","50.00","9.32","15.63","37.36","110","146","42.97","39","65","37.50","8","9","47.06","71","81","46.71","6","6","50.00","108","183","37.11","2","1","66.67","13.68","90.59","1.043","34","65","30","323","53.13","65","93","71","47.79"
"154","Jani Hakanpää","DAL","D","64","1193.3666666667","965","1433","40.24","694","1023","40.42","491","728","40.28","59","78","43.07","46.85","69.25","40.35","444","669","39.89","160","240","40.00","26","38","40.63","284","429","39.83","20","26","43.48","474","919","34.03","7","14","33.33","12.02","89.29","1.013","65","224","275","895","19.12","183","349","561","24.60"
"233","Colton Parayko","STL","D","82","1956.5833333333","1503","2233","40.23","1137","1640","40.94","804","1108","42.05","83","108","43.46","76.42","117.65","39.38","697","1089","39.03","280","468","37.43","32","52","38.10","417","621","40.17","32","32","50.00","892","1437","38.30","13","24","35.14","10.32","90.25","1.006","192","376","429","1251","30.92","461","566","884","34.28"
"166","Travis Boyd","ARI","C","16","153.95","119","177","40.20","89","129","40.83","56","85","39.72","10","7","58.82","6.86","8.42","44.92","64","78","45.07","28","30","48.28","6","3","66.67","36","48","42.86","2","2","50.00","70","101","40.94","2","2","50.00","17.86","91.76","1.096","27","38","21","139","56.25","43","44","47","47.78"
"769","Nikita Okhotiuk","S.J","D","43","707.31666666667","580","864","40.17","413","613","40.25","280","435","39.16","19","50","27.54","26.14","42.36","38.17","258","431","37.45","112","173","39.30","5","25","16.67","146","258","36.14","10","16","38.46","332","487","40.54","4","9","30.77","6.79","88.51","0.953","36","110","119","618","23.23","162","178","248","39.51"
"130","Tyler Pitlick","NYR","C","34","346.73333333333","255","380","40.16","181","266","40.49","126","170","42.57","9","15","37.50","11.8","16.38","41.87","127","160","44.25","51","61","45.54","6","9","40.00","76","99","43.43","1","4","20.00","117","237","33.05","2","2","50.00","7.14","91.18","0.983","32","101","50","320","39.02","61","120","98","38.36"
"587","Michael Rasmussen","DET","C","75","1139.3166666667","900","1342","40.14","630","943","40.05","452","616","42.32","51","53","49.04","44.48","65.14","40.57","408","630","39.31","167","239","41.13","30","25","54.55","241","391","38.13","12","15","44.44","521","835","38.42","7","13","35.00","11.28","91.40","1.027","143","263","252","888","36.20","275","357","479","36.47"
"93","Nick Leddy","STL","D","82","1833.65","1456","2179","40.06","1096","1612","40.47","775","1089","41.58","79","92","46.20","72.19","119.12","37.73","685","1071","39.01","274","470","36.83","28","45","38.36","411","601","40.61","30","31","49.18","822","1400","36.99","15","16","48.39","10.19","91.55","1.017","174","335","430","1184","28.81","424","528","865","32.89"
"45","Riley Nash","NYR","C","1","11.083333333333","6","9","40.00","6","6","50.00","5","2","71.43","0","0","-","0.33","0.31","51.60","4","4","50.00","1","0","100.00","0","0","-","3","4","42.86","0","0","-","3","6","33.33","0","0","-","0.00","100.00","1.000","1","0","3","11","25.00","2","1","3","40.00"
"627","Cameron Crotty","ARI","D","1","10.05","8","12","40.00","5","10","33.33","3","7","30.00","0","1","0.00","0.24","0.39","37.65","3","4","42.86","1","1","50.00","0","0","-","2","3","40.00","0","0","-","5","13","27.78","0","1","0.00","0.00","85.71","0.857","1","1","1","13","50.00","3","1","7","30.00"
"261","Jaycob Megna","CHI","D","44","771.01666666667","587","881","39.99","403","638","38.71","285","458","38.36","21","49","30.00","25.95","41.15","38.67","273","436","38.50","115","173","39.93","15","24","38.46","158","263","37.53","4","16","20.00","325","498","39.49","2","9","18.18","7.37","89.30","0.967","53","130","95","719","35.81","158","198","217","42.13"
"882","Isaak Phillips","CHI","D","33","563.41666666667","437","657","39.95","318","496","39.07","210","343","37.97","12","43","21.82","18.09","34.6","34.33","198","328","37.64","81","167","32.66","7","23","23.33","117","161","42.09","4","11","26.67","243","365","39.97","1","9","10.00","5.71","87.46","0.932","45","96","92","488","32.85","115","157","169","40.49"
"732","Jesse Ylönen","MTL","R","59","604","469","707","39.88","338","481","41.27","240","324","42.55","20","22","47.62","23.69","34.51","40.71","206","343","37.52","93","144","39.24","14","12","53.85","113","199","36.22","6","6","50.00","263","379","40.97","0","4","0.00","8.33","93.21","1.015","67","108","102","544","39.64","118","156","189","38.44"
"880","Wyatt Kaiser","CHI","D","32","554","414","624","39.88","296","465","38.90","202","333","37.76","20","31","39.22","19.5","31.76","38.04","190","317","37.48","75","122","38.07","11","20","35.48","115","195","37.10","7","7","50.00","225","341","39.75","2","4","33.33","9.90","90.69","1.006","39","75","79","488","33.05","130","136","162","44.52"
"716","Connor Dewar","MIN","C","57","642.3","500","758","39.75","336","533","38.67","235","365","39.17","18","40","31.03","20.27","35.68","36.23","232","366","38.80","78","133","36.97","9","12","42.86","154","233","39.79","8","13","38.10","281","465","37.67","1","14","6.67","7.66","89.04","0.967","55","120","142","548","27.92","121","160","249","32.70"
"181","Joel Edmundson","TOR","D","9","160.16666666667","141","214","39.72","109","148","42.41","77","106","42.08","8","11","42.11","6.78","11.25","37.62","69","97","41.57","28","36","43.75","2","4","33.33","41","61","40.20","4","4","50.00","70","148","32.11","2","3","40.00","10.39","89.62","1.000","9","36","34","152","20.93","31","50","72","30.10"
"291","Andrew Copp","DET","C","79","1285.6666666667","1011","1537","39.68","729","1106","39.73","516","736","41.21","59","83","41.55","49.49","83.22","37.29","455","768","37.20","181","303","37.40","32","39","45.07","274","465","37.08","16","29","35.56","616","988","38.40","10","15","40.00","11.43","88.72","1.002","187","283","360","884","34.19","333","385","630","34.58"
"373","Christian Dvorak","MTL","C","30","465.93333333333","372","566","39.66","259","400","39.30","181","277","39.52","15","26","36.59","18.99","29.49","39.17","172","290","37.23","78","119","39.59","6","9","40.00","94","171","35.47","5","12","29.41","216","326","39.85","3","4","42.86","8.29","90.61","0.989","76","76","114","331","40.00","115","116","196","36.98"
"390","Max Willman","N.J","C","18","149.98333333333","107","163","39.63","77","126","37.93","58","101","36.48","5","4","55.56","2.9","8.19","26.16","34","81","29.57","13","38","25.49","3","1","75.00","21","43","32.81","2","2","50.00","76","84","47.50","0","1","0.00","8.62","96.04","1.047","26","34","23","145","53.06","35","42","43","44.87"
"109","Ben Chiarot","DET","D","77","1522.8833333333","1241","1893","39.60","905","1339","40.33","640","925","40.89","72","103","41.14","58.34","87.29","40.06","533","888","37.51","208","340","37.96","35","46","43.21","325","548","37.23","19","39","32.76","723","1163","38.34","15","18","45.45","11.25","88.86","1.001","150","329","325","1122","31.58","352","484","636","35.63"
"234","Oskar Sundqvist","STL","C","71","940.73333333333","711","1087","39.54","530","779","40.49","379","543","41.11","33","44","42.86","37.59","58.17","39.25","320","522","38.00","138","238","36.70","15","21","41.67","182","284","39.06","7","17","29.17","396","663","37.39","7","6","53.85","8.71","91.90","1.006","116","179","213","720","35.26","210","251","359","36.91"
"679","Isac Lundestrom","ANA","C","46","659.68333333333","480","739","39.38","343","509","40.26","226","351","39.17","20","42","32.26","25.51","36.18","41.36","209","337","38.28","95","143","39.92","11","23","32.35","114","194","37.01","5","11","31.25","288","501","36.50","4","7","36.36","8.85","88.03","0.969","88","142","143","509","38.10","143","187","261","35.40"
"728","Jack St. Ivany","PIT","D","14","191.83333333333","137","212","39.26","99","143","40.91","62","95","39.49","7","10","41.18","7.47","9.75","43.37","68","99","40.72","31","38","44.93","3","5","37.50","37","61","37.76","2","0","100.00","78","109","41.71","2","5","28.57","11.29","89.47","1.008","15","22","26","197","36.59","34","41","51","40.00"
"973","Filip Roos","CHI","D","4","58.916666666667","42","65","39.25","33","50","39.76","24","34","41.38","1","5","16.67","1.49","3.43","30.30","12","30","28.57","3","16","15.79","0","4","0.00","9","14","39.13","0","0","-","32","37","46.38","1","1","50.00","4.17","85.29","0.895","7","9","4","60","63.64","12","11","11","52.17"
"381","William Lagesson","ANA","D","10","156.46666666667","113","175","39.24","82","120","40.59","53","72","42.40","1","6","14.29","3.84","7.53","33.73","46","80","36.51","15","31","32.61","0","4","0.00","31","49","38.75","1","0","100.00","67","105","38.95","0","2","0.00","1.89","91.67","0.936","11","20","21","155","34.38","24","26","42","36.36"
"750","Jacob Lucchini","MIN","C","40","383.91666666667","281","436","39.19","201","312","39.18","127","223","36.29","10","17","37.04","10.27","18.29","35.96","115","192","37.46","38","87","30.40","4","10","28.57","77","105","42.31","4","3","57.14","159","261","37.86","2","4","33.33","7.87","92.38","1.003","26","53","49","359","34.67","50","85","102","32.89"
"971","Milos Kelemen","ARI","L","10","76.816666666667","47","73","39.17","32","59","35.16","22","40","35.48","2","4","33.33","1.42","3.91","26.70","19","33","36.54","7","16","30.43","0","3","0.00","12","17","41.38","2","1","66.67","35","50","41.18","0","0","-","9.09","90.00","0.991","13","17","15","72","46.43","22","26","26","45.83"
"135","Derek Forbort","BOS","D","35","622.78333333333","467","729","39.05","353","483","42.22","244","325","42.88","27","32","45.76","24.15","32.73","42.46","225","327","40.76","100","125","44.44","18","19","48.65","125","202","38.23","6","7","46.15","227","468","32.66","2","6","25.00","11.07","90.15","1.012","42","118","173","562","19.53","78","176","310","20.10"
"19","Marc-Edouard Vlasic","S.J","D","57","928","765","1201","38.91","537","823","39.49","357","583","37.98","26","64","28.89","32.07","58.96","35.23","328","597","35.46","144","242","37.31","13","36","26.53","184","355","34.14","6","19","24.00","442","720","38.04","7","9","43.75","7.28","89.02","0.963","43","148","178","836","19.46","183","255","355","34.01"
"341","Patrick Brown","BOS","C","11","97.083333333333","63","99","38.89","47","71","39.83","35","50","41.18","2","6","25.00","2.11","3.98","34.66","16","40","28.57","9","17","34.62","2","3","40.00","7","23","23.33","0","2","0.00","35","71","33.02","0","1","0.00","5.71","88.00","0.937","3","28","35","81","7.89","5","36","50","9.09"
"654","Alexey Toropchenko","STL","R","82","1026.8","745","1178","38.74","548","837","39.57","402","595","40.32","29","37","43.94","35.04","56.6","38.24","328","540","37.79","149","230","39.31","14","20","41.18","179","310","36.61","7","13","35.00","431","692","38.38","7","4","63.64","7.21","93.78","1.010","119","210","158","833","42.96","205","288","317","39.27"
"581","Mario Ferraro","S.J","D","78","1783.8166666667","1485","2351","38.71","1051","1681","38.47","715","1141","38.52","63","140","31.03","64.2","120.15","34.83","678","1202","36.06","271","473","36.42","34","66","34.00","407","729","35.83","19","46","29.23","856","1401","37.93","8","28","22.22","8.81","87.73","0.965","132","321","388","1112","25.38","438","491","815","34.96"
"796","Victor Soderstrom","ARI","D","3","45.566666666667","34","54","38.64","21","36","36.84","14","22","38.89","1","2","33.33","1.18","2.1","35.92","18","19","48.65","3","9","25.00","1","1","50.00","15","10","60.00","0","0","-","22","36","37.93","0","1","0.00","7.14","90.91","0.981","8","9","6","39","57.14","16","9","11","59.26"
"212","Matt Dumba","ARI","D","58","1164.0833333333","888","1413","38.59","649","1050","38.20","441","706","38.45","40","80","33.33","45.52","74.13","38.04","414","713","36.73","174","309","36.02","23","39","37.10","240","404","37.27","13","28","31.71","488","882","35.62","4","13","23.53","9.07","88.67","0.977","113","237","285","865","28.39","260","334","536","32.66"
"249","Brock McGinn","ANA","L","24","264.5","196","313","38.51","143","218","39.61","102","153","40.00","6","12","33.33","8.48","14.48","36.94","80","142","36.04","32","59","35.16","4","6","40.00","48","83","36.64","2","5","28.57","118","193","37.94","0","1","0.00","5.88","92.16","0.980","25","62","47","241","34.72","48","78","99","32.65"
"632","David Kampf","TOR","C","78","1051.1","768","1227","38.50","556","889","38.48","390","606","39.16","33","67","33.00","35.07","66.54","34.51","320","627","33.79","135","255","34.62","16","26","38.10","185","372","33.21","8","24","25.00","405","805","33.47","6","17","26.09","8.46","88.94","0.974","64","191","338","815","15.92","137","267","580","19.11"
"418","Travis Dermott","ARI","D","50","863.96666666667","657","1050","38.49","478","792","37.64","330","520","38.82","23","59","28.05","33.08","52.8","38.52","314","524","37.47","119","214","35.74","6","24","20.00","195","310","38.61","9","25","26.47","355","694","33.84","6","10","37.50","6.97","88.65","0.956","86","173","232","731","27.04","200","250","420","32.26"
"741","Jake Christiansen","CBJ","D","12","158.63333333333","121","195","38.29","82","141","36.77","51","93","35.42","5","10","33.33","3.5","8.46","29.29","47","91","34.06","15","40","27.27","3","5","37.50","32","51","38.55","2","3","40.00","78","118","39.80","0","2","0.00","9.80","89.25","0.991","13","22","13","132","50.00","46","38","39","54.12"
"995","Collin Graf","S.J","R","7","116.16666666667","75","121","38.27","52","90","36.62","34","58","36.96","3","6","33.33","2.9","6.24","31.75","38","57","40.00","9","26","25.71","2","5","28.57","29","31","48.33","0","0","-","45","69","39.47","1","1","50.00","8.82","89.66","0.985","8","16","17","93","32.00","23","24","42","35.38"
"582","Cal Foote","N.J","D","4","59.066666666667","40","65","38.10","30","45","40.00","18","28","39.13","4","1","80.00","1.28","2.99","30.02","17","30","36.17","8","10","44.44","2","0","100.00","9","20","31.03","2","1","66.67","23","38","37.70","0","0","-","22.22","96.43","1.187","6","14","10","49","37.50","13","19","24","35.14"
"775","Adam Beckman","MIN","L","11","103.48333333333","72","117","38.10","56","81","40.88","35","52","40.23","2","4","33.33","3.47","4.92","41.37","28","58","32.56","6","27","18.18","1","3","25.00","22","31","41.51","1","1","50.00","39","66","37.14","0","0","-","5.71","92.31","0.980","9","26","14","79","39.13","16","30","28","36.36"
"412","Colin White","MTL","C","17","157.2","110","179","38.06","66","118","35.87","37","68","35.24","2","5","28.57","3.55","8.37","29.79","42","82","33.87","15","32","31.91","1","3","25.00","27","50","35.06","1","1","50.00","59","100","37.11","0","1","0.00","5.41","92.65","0.981","20","34","20","139","50.00","34","49","48","41.46"
"155","Sam Carrick","ANA","C","61","768.75","605","986","38.03","446","701","38.88","311","503","38.21","21","57","26.92","28.75","61.58","31.83","231","504","31.43","101","221","31.37","9","25","26.47","130","283","31.48","7","20","25.93","363","597","37.81","4","11","26.67","6.75","88.67","0.954","96","127","239","608","28.66","171","176","367","31.78"
"738","Rafael Harvey-Pinard","MTL","L","45","568.7","416","678","38.03","282","474","37.30","195","325","37.50","16","28","36.36","18.56","33.86","35.41","190","306","38.31","75","120","38.46","7","12","36.84","115","186","38.21","7","6","53.85","217","412","34.50","2","10","16.67","8.21","91.38","0.996","59","108","120","448","32.96","100","155","209","32.36"
"859","Emil Andrae","PHI","D","4","52","36","59","37.89","20","44","31.25","15","33","31.25","2","3","40.00","1.06","1.92","35.67","17","23","42.50","8","10","44.44","2","1","66.67","9","13","40.91","0","2","0.00","22","35","38.60","0","0","-","13.33","90.91","1.042","15","5","9","47","62.50","22","9","16","57.89"
"433","Brandon Carlo","BOS","D","76","1512.65","1072","1759","37.87","801","1307","38.00","580","899","39.22","68","74","47.89","56.61","90.97","38.36","499","833","37.46","233","337","40.88","40","41","49.38","266","496","34.91","15","18","45.45","507","1198","29.74","10","15","40.00","11.72","91.77","1.035","65","330","432","1215","13.08","164","464","817","16.72"
