"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"183","Stefan Noesen","CAR","R","81","960.91666666667","14","23","14","9","37","61.67","110","12.73","18.62","203","185","126","80","6","17","33","15","14","1","0","13","21","23","110","67","25","46","63","42.20"
"185","Vladislav Namestnikov","WPG","C","78","1128.2666666667","11","26","13","13","37","56.92","95","11.58","14.22","182","144","116","61","8","14","37","13","11","1","1","19","17","16","87","97","45","173","304","36.27"
"186","Rickard Rakell","PIT","R","70","1156.1","15","22","7","15","37","50.00","164","9.15","21.01","326","241","187","93","8","34","22","11","11","0","0","15","18","28","107","106","40","3","10","23.08"
"232","Jaccob Slavin","CAR","D","81","1695.4833333333","6","31","11","20","37","45.12","151","3.97","6.54","340","232","99","18","14","38","8","4","4","0","0","10","32","71","50","88","120","0","0","-"
"836","Matty Beniers","SEA","C","77","1383.1666666667","15","22","15","7","37","59.68","132","11.36","14.68","272","190","156","71","12","26","20","10","10","0","0","17","31","45","46","115","44","527","584","47.43"
"32","Alex Killorn","ANA","C, L","63","1178.4166666667","18","18","14","4","36","65.45","145","12.41","18.65","274","203","162","71","4","29","54","23","22","0","1","11","33","29","67","63","25","14","25","35.90"
"356","Danton Heinen","BOS","L","74","1070.4333333333","17","19","11","8","36","65.45","119","14.29","14.82","213","168","127","64","13","19","28","14","14","0","0","3","24","33","77","97","46","12","19","38.71"
"443","Mason Appleton","WPG","C","82","1315.9333333333","14","22","12","10","36","66.67","122","11.48","12.95","241","190","115","47","6","27","26","12","12","0","0","13","12","24","94","114","44","9","8","52.94"
"555","Gabriel Vilardi","WPG","C","47","799.35","22","14","12","2","36","60.00","117","18.80","19.24","180","157","148","99","3","22","14","7","7","0","0","19","13","21","13","46","24","27","32","45.76"
"704","Nils Hoglander","VAN","L","80","968.5","24","12","8","4","36","65.45","120","20.00","18.1","198","174","145","93","9","14","41","19","18","1","0","18","14","29","95","85","19","0","0","-"
"102","Erik Haula","N.J","L","76","1281.0333333333","16","19","17","2","35","59.32","156","10.26","21.9","288","223","153","89","12","35","54","26","26","0","0","9","28","27","84","63","49","488","403","54.77"
"158","Adam Lowry","WPG","C","81","1304.4333333333","12","23","15","8","35","67.31","119","10.08","19.66","236","193","164","97","8","28","57","18","11","7","0","20","17","38","172","109","65","676","704","48.99"
"164","Boone Jenner","CBJ","C","58","1165.5666666667","22","13","5","8","35","57.38","154","14.29","21.85","286","236","175","98","3","30","28","14","14","0","0","14","19","24","106","47","74","604","509","54.27"
"206","Tom Wilson","WSH","R","74","1339.55","18","17","5","12","35","60.34","169","10.65","25.47","320","243","197","109","12","33","133","46","38","5","3","38","50","46","205","106","74","22","38","36.67"
"227","Colton Sissons","NSH","C","81","1342.4666666667","15","20","15","5","35","50.72","131","11.45","22.92","241","204","179","99","5","27","38","19","19","0","0","17","31","33","122","91","57","618","558","52.55"
"273","Jason Dickinson","CHI","C","82","1358.8166666667","22","13","5","8","35","62.50","126","17.46","13.36","237","179","139","61","10","19","43","16","14","1","1","17","35","54","134","96","73","618","618","50.00"
"415","Mathieu Joseph","OTT","R","72","1185.9833333333","11","24","16","8","35","67.31","124","8.87","15.37","235","189","136","61","12","22","51","20","18","1","1","27","36","69","93","97","49","22","44","33.33"
"786","Anton Lundell","FLA","C","78","1199.35","13","22","11","11","35","62.50","166","7.83","18.21","281","221","144","72","14","28","46","18","17","0","1","15","31","32","54","71","40","482","396","54.90"
"842","Dylan Guenther","ARI","R","45","732.55","18","17","11","6","35","67.31","121","14.88","11.72","227","179","123","34","11","17","14","7","7","0","0","5","16","23","32","57","24","6","23","20.69"
"847","Matthew Knies","TOR","L","80","1094.2","15","20","12","8","35","59.32","115","13.04","13.7","187","161","124","82","10","17","45","21","20","1","0","17","29","38","155","126","30","0","1","0.00"
"139","Nino Niederreiter","WPG","R","77","1152.3","18","16","8","8","34","64.15","170","10.59","21.77","286","227","171","96","7","35","34","17","17","0","0","18","17","21","107","89","42","26","31","45.61"
"281","Artturi Lehkonen","COL","L","45","831.21666666667","16","18","10","8","34","53.13","103","15.53","16.16","169","136","127","79","4","13","14","7","7","0","0","4","15","20","43","64","18","9","24","27.27"
"740","Alex Newhook","MTL","C","55","930.95","15","19","7","12","34","61.82","85","17.65","12.01","181","131","116","54","5","13","18","9","9","0","0","10","30","21","31","58","31","229","263","46.54"
"753","Dmitri Voronkov","CBJ","L","75","1009.2666666667","18","16","10","6","34","56.67","142","12.68","22.65","238","203","167","108","2","29","52","23","21","2","0","11","16","15","76","24","48","277","380","42.16"
"768","Connor Zary","CGY","C","63","962.23333333333","14","20","11","9","34","61.82","90","15.56","10.5","175","123","100","52","5","14","22","11","11","0","0","18","27","16","27","58","29","48","61","44.04"
"54","Alex Pietrangelo","VGK","D","64","1508.2","4","29","16","13","33","35.87","141","2.84","7.06","317","206","74","16","7","24","24","8","7","0","1","10","40","50","41","106","160","0","0","-"
"161","Jean-Gabriel Pageau","NYI","C","82","1304.4833333333","11","22","16","6","33","62.26","101","10.89","14.69","185","151","113","64","14","18","13","5","4","1","0","8","31","27","173","92","81","679","546","55.43"
"192","Yanni Gourde","SEA","C","80","1395.8166666667","11","22","15","7","33","67.35","156","7.05","21.59","293","226","169","82","13","29","62","24","21","2","1","17","25","62","136","110","52","519","566","47.83"
"268","Andrew Copp","DET","C","79","1285.6666666667","13","20","11","9","33","55.93","109","11.93","13.27","193","152","116","60","4","14","26","13","13","0","0","10","31","26","26","50","51","536","465","53.55"
"341","Brandon Montour","FLA","D","66","1547.5166666667","8","25","6","19","33","34.74","168","4.76","10.47","413","247","123","28","6","30","46","15","13","0","2","9","40","18","92","83","67","0","0","-"
"371","Darren Raddysh","T.B","D","82","1566.6666666667","6","27","8","19","33","39.76","101","5.94","4.33","242","158","68","11","6","22","21","9","8","1","0","14","28","14","70","127","105","0","0","-"
"542","Michael Rasmussen","DET","C","75","1139.3166666667","13","20","14","6","33","64.71","101","12.87","14.91","185","148","121","65","7","16","47","22","21","1","0","20","13","18","106","120","76","58","62","48.33"
"582","Neal Pionk","WPG","D","82","1707.9666666667","5","28","6","22","33","37.93","146","3.42","6.26","307","212","63","8","8","23","63","30","29","1","0","18","55","34","207","152","118","0","0","-"
"723","Connor McMichael","WSH","C","80","1278.9333333333","18","15","10","5","33","67.35","135","13.33","20.44","252","198","161","84","8","25","34","17","17","0","0","15","26","39","39","58","39","370","502","42.43"
"762","Drew O'Connor","PIT","L","79","1235.4333333333","16","17","11","6","33","56.90","160","10.00","23.36","268","217","184","104","8","39","20","10","10","0","0","14","28","37","48","92","58","21","24","46.67"
"784","Dawson Mercer","N.J","C","82","1411.4166666667","20","13","6","7","33","63.46","134","14.93","18.59","234","182","146","79","9","27","29","9","7","1","1","9","37","40","26","107","43","119","146","44.91"
"806","Tyson Foerster","PHI","R","77","1328.1166666667","20","13","6","7","33","45.21","167","11.98","18.36","320","239","187","79","9","20","32","16","16","0","0","22","12","36","88","82","49","1","2","33.33"
"839","Owen Power","BUF","D","76","1741.9166666667","6","27","13","14","33","35.87","108","5.56","6.61","226","158","83","17","4","24","28","10","9","0","1","2","36","20","40","105","115","0","0","-"
"48","Ryan McDonagh","NSH","D","74","1612.3166666667","3","29","13","16","32","42.11","90","3.33","4.15","212","132","65","7","1","17","21","9","8","1","0","5","56","35","35","40","139","0","0","-"
"82","Oliver Ekman-Larsson","FLA","D","80","1471.5333333333","9","23","10","13","32","39.02","123","7.32","6.47","294","183","78","12","2","30","76","30","28","0","2","15","35","15","97","74","70","0","0","-"
"113","Jason Zucker","ARI, NSH","L","69","953.85","14","18","11","7","32","68.09","150","9.33","17.01","276","224","154","70","13","31","79","23","17","3","3","21","37","26","87","63","18","13","20","39.39"
"225","Jordan Martinook","CAR","L","82","1201.05","14","18","11","7","32","71.11","149","9.40","17.8","297","238","153","81","13","26","36","18","18","0","0","18","18","32","54","111","36","48","47","50.53"
"292","Darnell Nurse","EDM","D","81","1773.45","10","22","11","11","32","41.56","181","5.52","9.01","403","257","109","22","17","28","79","30","27","1","2","11","57","19","160","85","172","0","0","-"
"331","Robby Fabbri","DET","C","68","875.05","18","14","6","8","32","62.75","97","18.56","14.39","164","131","117","65","5","10","32","12","11","0","1","9","20","16","73","74","29","70","50","58.33"
"360","Dakota Joshua","VAN","C","63","906.26666666667","18","14","8","6","32","72.73","83","21.69","14.11","145","121","110","71","7","16","60","20","15","4","1","25","24","29","216","87","40","34","38","47.22"
"422","Ivan Provorov","CBJ","D","82","1817.3166666667","5","27","13","14","32","41.56","107","4.67","4.51","239","154","71","7","4","22","20","10","10","0","0","10","40","22","62","85","155","0","0","-"
"844","Cole Sillinger","CBJ","C","77","1241.2","13","19","12","7","32","60.38","157","8.28","18.28","281","222","169","74","12","23","46","20","18","2","0","12","21","31","109","75","74","450","522","46.30"
"51","Lars Eller","PIT","C","82","1299.6","15","16","8","8","31","62.00","154","9.74","17.82","299","225","155","61","11","28","32","14","14","0","0","20","36","54","48","97","54","482","442","52.16"
"71","Tyler Johnson","CHI","C","67","1041.0833333333","17","14","4","10","31","70.45","112","15.18","15.49","201","161","118","65","9","23","26","13","13","0","0","9","21","26","42","24","31","156","195","44.44"
"143","Brendan Gallagher","MTL","R","77","1061.8833333333","16","15","10","5","31","79.49","154","10.39","21.9","296","219","168","100","8","39","64","24","21","2","1","19","27","28","58","60","35","14","20","41.18"
"149","Ondrej Palat","N.J","L","71","1111.05","11","20","13","7","31","62.00","108","10.19","13.6","200","154","123","61","12","26","37","13","11","1","1","9","26","23","80","98","49","4","13","23.53"
"153","Dylan DeMelo","WPG","D","82","1781.7","3","28","12","16","31","32.98","83","3.61","2.59","192","126","37","2","5","14","36","18","18","0","0","10","60","14","157","147","139","0","0","-"
"235","Erik Gustafsson","NYR","D","76","1321.7833333333","6","25","15","10","31","45.59","93","6.45","4.65","240","154","54","6","4","15","35","16","15","1","0","9","39","26","59","99","66","0","0","-"
"289","Seth Jones","CHI","D","67","1707.45","8","23","12","11","31","39.24","172","4.65","9.25","377","238","111","12","11","37","34","17","17","0","0","7","60","40","70","80","131","0","0","-"
"408","Jack Roslovic","CBJ, NYR","C","59","917.71666666667","9","22","12","10","31","64.58","117","7.69","12.57","197","162","97","47","7","17","16","8","8","0","0","10","17","22","24","58","24","54","72","42.86"
"741","Ilya Mikheyev","VAN","R","78","1112.6","11","20","10","10","31","70.45","147","7.48","15.26","240","202","155","83","11","21","4","2","2","0","0","14","16","19","44","58","20","8","21","27.59"
"30","Jordan Staal","CAR","C","80","1230.3","10","20","7","13","30","71.43","123","8.13","15.96","230","175","150","80","7","30","44","21","21","0","0","12","28","25","120","72","41","799","576","58.11"
"73","Marcus Johansson","MIN","L","78","1237.7333333333","11","19","9","10","30","57.69","112","9.82","12.05","246","172","127","50","6","20","22","11","11","0","0","16","33","26","38","85","29","6","26","18.75"
"119","Justin Faulk","STL","D","60","1317.7333333333","2","28","16","12","30","46.88","132","1.52","7.5","264","177","83","19","6","23","39","14","12","1","1","3","35","35","77","45","104","0","0","-"
"128","Jaden Schwartz","SEA","C","62","1014.4666666667","13","17","9","8","30","57.69","118","11.02","15.82","210","163","133","81","6","20","24","12","12","0","0","13","21","40","38","55","27","92","69","57.14"
"298","Alex Wennberg","NYR, SEA","C","79","1421.1166666667","10","20","11","9","30","41.10","91","10.99","12.39","152","120","95","56","6","14","14","7","7","0","0","18","22","46","43","68","75","552","636","46.46"
"338","Marcus Pettersson","PIT","D","82","1845.8","4","26","8","18","30","30.00","106","3.77","4.62","266","176","67","8","11","19","44","19","17","2","0","10","32","26","112","202","159","0","0","-"
"342","Ryan Donato","CHI","C","78","1091.9666666667","12","18","12","6","30","73.17","149","8.05","17.06","246","194","142","74","15","24","26","10","8","2","0","19","25","43","95","83","24","98","124","44.14"
"414","Thomas Chabot","OTT","D","51","1175.3","9","21","9","12","30","41.10","118","7.63","6.47","262","164","74","12","3","12","22","11","11","0","0","12","36","25","41","93","88","0","0","-"
"571","Josh Norris","OTT","C","50","881.86666666667","16","14","3","11","30","62.50","115","13.91","11.43","208","154","120","48","5","17","22","11","11","0","0","17","27","22","74","64","30","328","301","52.15"
"576","Alexandre Texier","CBJ","C","78","1184.1","12","18","11","7","30","60.00","109","11.01","10.81","235","157","109","47","10","24","38","19","19","0","0","11","16","21","49","31","36","6","13","31.58"
"622","Ryan McLeod","EDM","C","81","1153.6833333333","12","18","15","3","30","61.22","106","11.32","13.38","196","160","114","57","7","20","10","5","5","0","0","11","48","66","61","104","34","365","353","50.84"
"627","K'Andre Miller","NYR","D","80","1725","8","22","5","17","30","36.59","96","8.33","7.44","241","152","75","16","10","17","49","19","17","1","1","12","34","57","129","66","117","0","0","-"
"710","Cam York","PHI","D","82","1854.8166666667","10","20","5","15","30","37.04","134","7.46","8.91","287","197","88","22","9","24","44","21","21","0","0","12","32","18","69","148","174","0","0","-"
"909","Zach Benson","BUF","L","71","1030.7333333333","11","19","11","8","30","65.22","98","11.22","15.55","177","141","124","73","8","13","36","18","18","0","0","15","20","31","30","88","35","5","12","29.41"
"57","Tyler Myers","VAN","D","77","1459.0666666667","5","24","12","12","29","43.94","93","5.38","4.25","219","144","47","8","5","25","77","32","30","1","1","8","33","13","95","83","136","0","0","-"
"124","Kevin Hayes","STL","R","79","1142.8833333333","13","16","5","11","29","61.70","153","8.50","16.2","271","207","116","55","7","26","12","6","6","0","0","23","31","41","38","32","17","478","360","57.04"
"519","Michael Carcone","ARI","L","74","834.05","21","8","4","4","29","69.05","111","18.92","10.89","223","152","99","49","2","19","35","16","15","1","0","12","13","11","54","92","22","4","9","30.77"
"605","Sean Walker","COL, PHI","D","81","1557.7666666667","10","19","9","10","29","37.66","150","6.67","8.31","311","206","89","19","12","27","50","23","23","0","0","7","25","41","109","137","127","0","0","-"
"610","Pius Suter","VAN","C","67","1038.1666666667","14","15","9","6","29","52.73","105","13.33","15.06","190","146","145","95","7","20","16","8","8","0","0","15","7","31","48","41","23","186","191","49.34"
"698","Bowen Byram","BUF, COL","D","73","1485","11","18","6","12","29","41.43","84","13.10","5.75","205","124","71","20","3","16","53","25","24","1","0","11","33","20","90","145","104","0","0","-"
"744","Aliaksei Protas","WSH","C","78","1072.2","6","23","13","10","29","60.42","113","5.31","13.54","203","167","110","58","6","26","8","4","4","0","0","10","33","44","29","82","49","42","62","40.38"
"825","Yegor Chinakhov","CBJ","R","53","803.88333333333","16","13","9","4","29","60.42","110","14.55","9.76","260","176","105","28","11","17","6","3","3","0","0","13","7","28","39","29","28","1","13","7.14"
"911","Leo Carlsson","ANA","C","55","994.11666666667","12","17","11","6","29","58.00","107","11.21","11.04","182","142","109","47","10","13","16","8","8","0","0","16","34","40","21","39","25","194","365","34.70"
"69","Cam Atkinson","PHI","R","70","1116.1833333333","13","15","5","10","28","60.87","174","7.47","17.39","289","222","158","81","14","31","27","12","11","1","0","14","20","17","32","31","46","12","13","48.00"
"86","Nick Leddy","STL","D","82","1833.65","3","25","14","11","28","35.44","82","3.66","3.53","172","119","60","10","4","15","14","7","7","0","0","12","38","32","47","32","127","0","0","-"
"226","Damon Severson","CBJ","D","67","1416.8833333333","9","19","9","10","28","39.44","88","10.23","5.61","216","131","77","17","7","17","51","24","23","1","0","9","33","36","41","51","83","0","0","-"
"228","Teddy Blueger","VAN","C","68","1015.65","6","22","13","9","28","68.29","97","6.19","12.59","160","133","111","67","10","16","31","14","13","1","0","11","15","27","92","60","43","415","366","53.14"
"229","Jake McCabe","TOR","D","73","1507.9333333333","8","20","9","11","28","34.57","72","11.11","4.01","186","112","60","9","4","16","56","25","23","2","0","16","49","16","206","192","129","0","0","-"
"366","Pierre Engvall","NYI","L","74","1134.05","10","18","12","6","28","59.57","128","7.81","14.75","242","176","124","60","7","28","18","9","9","0","0","3","37","22","25","63","21","25","29","46.30"
"367","Jake Evans","MTL","C","82","1313.5","7","21","11","10","28","60.87","81","8.64","9.93","174","123","110","47","7","13","24","11","11","0","0","19","30","27","79","91","65","593","544","52.15"
"386","Jordan Greenway","BUF","L","67","1155.7166666667","10","18","10","8","28","48.28","107","9.35","11.08","198","150","104","50","5","17","64","25","22","2","1","12","21","30","131","47","65","17","40","29.82"
"572","Ryan Poehling","PHI","C","77","1153.5","11","17","13","4","28","63.64","111","9.91","12.43","190","153","103","67","9","17","6","3","3","0","0","13","11","23","56","82","101","461","477","49.15"
"626","Joe Veleno","DET","C","80","1116.5166666667","12","16","8","8","28","57.14","86","13.95","11.85","168","132","95","50","4","14","25","10","9","1","0","16","13","23","90","81","35","305","317","49.04"
"792","Alexander Holtz","N.J","R","82","954.06666666667","16","12","6","6","28","71.79","122","13.11","11.37","243","180","108","39","6","23","14","6","6","0","0","3","21","10","40","66","17","8","19","29.63"
"886","Pavel Mintyukov","ANA","D","63","1185.5166666667","4","24","10","14","28","50.91","88","4.55","5.24","169","111","54","17","2","22","24","11","11","0","0","13","20","18","77","48","65","0","0","-"
"178","Jonas Brodin","MIN","D","62","1447.4","7","20","7","13","27","39.13","116","6.03","5.62","232","159","68","19","7","12","16","8","8","0","0","6","21","26","19","88","142","0","0","-"
"350","Michael Amadio","VGK","R","73","977.6","14","13","6","7","27","55.10","117","11.97","12.25","191","150","115","58","7","12","16","8","8","0","0","14","25","33","36","112","34","69","65","51.49"
"580","Alex Iafallo","WPG","L","82","1255.7","11","16","10","6","27","45.76","120","9.17","15.79","249","195","145","79","10","17","6","3","3","0","0","10","20","28","36","69","67","8","17","32.00"
"586","Eetu Luostarinen","FLA","C","82","1306.75","12","15","10","5","27","55.10","118","10.17","17.71","235","183","134","72","10","22","26","13","13","0","0","22","28","51","106","145","56","96","83","53.63"
"613","Kiefer Sherwood","NSH","L","68","827.58333333333","10","17","11","6","27","69.23","109","9.17","10.76","216","165","98","41","12","15","41","16","13","3","0","17","18","35","216","78","22","15","16","48.39"
"630","Jesperi Kotkaniemi","CAR","C","79","1025.35","12","15","11","4","27","52.94","128","9.38","16.22","259","192","141","69","4","23","36","18","18","0","0","13","34","26","49","81","33","333","313","51.55"
"633","Jack Drury","CAR","C","74","908.65","8","19","10","9","27","56.25","106","7.55","12.61","213","163","117","58","6","18","33","12","9","3","0","14","17","22","26","95","35","367","297","55.27"
"725","Nicholas Robertson","TOR","L","56","637.08333333333","14","13","7","6","27","79.41","96","14.58","8.7","168","133","80","27","10","11","4","2","2","0","0","6","18","28","30","63","24","3","8","27.27"
"730","Shane Pinto","OTT","C","41","742.48333333333","9","18","10","8","27","61.36","110","8.18","16.56","205","165","147","69","8","24","14","7","7","0","0","7","19","24","39","49","31","251","245","50.60"
"912","Adam Fantilli","CBJ","C","49","769.8","12","15","10","5","27","75.00","115","10.43","12.3","247","170","121","31","6","32","16","8","8","0","0","13","15","18","48","46","25","171","221","43.62"
"62","Justin Schultz","SEA","D","70","1153.1166666667","7","19","8","11","26","61.90","100","7.00","6.34","267","163","75","6","3","23","22","11","11","0","0","1","12","17","20","66","68","0","0","-"
"66","TJ Brodie","TOR","D","78","1694.25","1","25","11","14","26","30.95","52","1.92","2.69","120","73","26","5","1","12","40","16","15","0","1","10","53","20","37","162","159","0","0","-"
"88","Brayden McNabb","VGK","D","82","1587.0333333333","4","22","9","13","26","35.14","86","4.65","3.5","208","123","58","7","0","20","37","17","16","1","0","10","24","31","141","125","207","0","0","-"
"92","Dmitry Orlov","CAR","D","82","1419.8166666667","6","20","6","14","26","41.94","129","4.65","7.5","320","200","99","14","9","19","36","14","13","0","1","22","36","26","98","73","60","0","0","-"
"132","Erik Gudbranson","CBJ","D","78","1533.4833333333","6","20","6","14","26","54.17","91","6.59","2.09","218","130","40","1","4","19","74","23","17","4","2","19","26","21","81","81","170","0","0","-"
"194","Hampus Lindholm","BOS","D","73","1699.9166666667","3","23","6","17","26","30.59","99","3.03","5.64","225","138","72","16","5","23","63","25","23","1","1","15","47","29","44","152","100","0","0","-"
"214","Colton Parayko","STL","D","82","1956.5833333333","10","16","8","8","26","31.33","154","6.49","6.86","309","211","76","13","9","16","23","10","9","1","0","7","48","73","107","112","218","0","0","-"
"216","Esa Lindell","DAL","D","82","1678.6833333333","5","21","8","13","26","33.33","114","4.39","5.4","251","166","88","14","11","19","12","6","6","0","0","4","34","31","66","161","162","0","0","-"
"223","Jimmy Vesey","NYR","L","80","990.15","13","13","7","6","26","74.29","116","11.21","17.14","208","169","116","62","17","24","20","7","5","2","0","10","18","36","74","34","28","9","14","39.13"
"266","Miles Wood","COL","L","74","1012.6333333333","9","17","14","3","26","60.47","167","5.39","18.29","282","228","152","75","15","30","75","28","25","1","2","26","15","41","97","86","35","13","28","31.71"
"527","Justin Danforth","CBJ","R","71","1013.4333333333","10","16","8","8","26","57.78","86","11.63","14.42","174","142","116","73","5","16","26","9","8","0","1","10","12","27","94","70","46","173","184","48.46"
"642","Jack McBain","ARI","C","67","845.83333333333","8","18","13","5","26","60.47","56","14.29","10.16","122","88","84","49","5","18","50","19","15","4","0","17","16","12","186","98","42","294","356","45.23"
"775","Ridly Greig","OTT","C","72","1061.5","13","13","10","3","26","47.27","97","13.40","13.6","184","140","110","57","4","15","66","30","28","2","0","24","19","28","121","126","41","198","251","44.10"
"833","J.J. Moser","ARI","D","80","1646.3333333333","5","21","8","13","26","35.62","77","6.49","4.89","191","112","84","20","8","11","35","16","15","1","0","11","35","21","91","151","112","0","0","-"
"16","T.J. Oshie","WSH","R","52","877.18333333333","12","13","5","8","25","56.82","90","13.33","18.31","197","158","144","70","6","26","44","18","17","0","1","18","16","41","68","45","56","12","31","27.91"
"150","Josh Manson","COL","D","76","1351.5","8","17","9","8","25","40.98","123","6.50","5.81","296","178","89","19","6","24","87","32","26","5","1","20","43","46","192","88","109","0","1","0.00"
"181","Joel Armia","MTL","R","66","1026.4","17","8","5","3","25","56.82","139","12.23","11.87","222","181","119","47","8","24","34","16","16","0","0","13","34","30","46","45","41","5","11","31.25"
"205","Cody Ceci","EDM","D","79","1581.7833333333","5","20","7","13","25","35.71","97","5.15","4.77","201","129","57","12","3","20","14","7","7","0","0","3","20","25","86","171","106","0","0","-"
"301","Curtis Lazar","N.J","C","71","877.96666666667","7","18","11","7","25","62.50","74","9.46","10.27","130","99","77","41","8","20","44","15","12","2","1","19","16","18","149","87","64","178","186","48.90"
"368","Jake Middleton","MIN","D","80","1582.7833333333","7","18","9","9","25","43.86","85","8.24","5.31","190","118","62","19","3","20","77","27","20","7","0","25","22","21","132","64","161","0","0","-"
"424","John Marino","N.J","D","75","1570.7","4","21","7","14","25","35.21","57","7.02","4.91","154","86","44","14","5","17","41","15","13","1","1","13","33","41","34","98","89","0","0","-"
"433","Will Borgen","SEA","D","82","1442.1666666667","3","22","12","10","25","46.30","97","3.09","3.38","258","152","58","9","8","16","63","23","19","3","1","11","19","16","184","119","111","0","0","-"
"445","Matt Roy","L.A","D","81","1692.4833333333","5","20","12","8","25","31.65","135","3.70","6.76","294","206","74","18","8","31","42","17","16","0","1","5","55","12","137","146","197","0","0","-"
"518","Michael Eyssimont","T.B","C","81","960.08333333333","11","14","7","7","25","58.14","149","7.38","13.44","284","214","140","63","10","24","104","31","22","6","3","31","22","31","125","161","31","6","7","46.15"
"669","Paul Cotter","VGK","C","76","967.26666666667","7","18","12","6","25","65.79","100","7.00","11.08","201","154","133","54","11","20","31","14","13","1","0","10","19","35","213","100","29","26","27","49.06"
"684","Logan O'Connor","COL","R","57","852.16666666667","13","12","7","5","25","64.10","85","15.29","11.78","174","130","105","54","9","14","34","14","12","2","0","10","12","38","49","61","38","29","35","45.31"
"734","Simon Holmstrom","NYI","R","75","998.95","15","10","10","0","25","59.52","72","20.83","8.73","152","115","91","45","9","6","14","7","7","0","0","8","19","53","19","55","46","6","13","31.58"
"819","Artem Zub","OTT","D","69","1450.25","5","20","11","9","25","39.06","85","5.88","4.96","188","129","38","5","5","22","32","16","16","0","0","8","31","14","128","109","122","0","0","-"
"28","Jeff Petry","DET","D","73","1372.05","3","21","8","13","24","42.11","85","3.53","3.68","199","126","40","8","3","21","39","17","16","1","0","8","40","10","133","85","134","0","0","-"
"36","Kevin Shattenkirk","BOS","D","61","962.58333333333","6","18","14","4","24","45.28","78","7.69","3.02","179","103","52","6","4","21","18","9","9","0","0","3","18","13","57","93","85","0","0","-"
"90","Tomas Tatar","COL, SEA","L","70","871.66666666667","9","15","6","9","24","61.54","72","12.50","10.35","159","117","113","56","5","14","20","10","10","0","0","13","19","19","38","57","24","5","15","25.00"
"98","David Savard","MTL","D","60","1214.4833333333","6","18","6","12","24","42.86","54","11.11","2.5","118","74","34","4","1","8","24","12","12","0","0","5","46","12","61","44","163","0","0","-"
"115","Evgeny Kuznetsov","CAR, WSH","C","63","1105.7833333333","8","16","10","6","24","57.14","96","8.33","11.77","193","141","88","31","8","13","30","15","15","0","0","7","37","29","24","21","18","336","411","44.98"
"162","Mike Reilly","FLA, NYI","D","61","1046.5166666667","6","18","9","9","24","48.00","126","4.76","5.05","262","184","60","8","3","20","30","15","15","0","0","5","29","8","44","63","60","0","0","-"
"355","Sam Lafferty","VAN","C","79","938.46666666667","13","11","4","7","24","63.16","78","16.67","11.56","148","115","96","60","10","12","32","12","11","0","1","15","19","17","174","113","32","150","206","42.13"
"473","Sam Steel","DAL","C","77","1019.6166666667","9","15","13","2","24","68.57","86","10.47","9.67","161","127","85","49","9","10","29","13","12","1","0","12","18","28","53","93","32","94","115","44.98"
"597","Nick Perbix","T.B","D","77","1315.2833333333","2","22","9","13","24","35.82","57","3.51","2.88","150","87","36","5","2","18","10","5","5","0","0","12","26","29","71","109","114","0","0","-"
"667","Martin Pospisil","CGY","C","63","801.33333333333","8","16","8","8","24","58.54","117","6.84","12.65","202","162","124","62","13","20","109","38","32","3","3","23","23","26","223","75","22","23","28","45.10"
"735","Pavel Dorofeyev","VGK","L","47","624","13","11","7","4","24","72.73","97","13.40","11.54","174","141","108","51","6","16","12","6","6","0","0","5","14","19","16","36","23","2","2","50.00"
"737","Jordan Spence","L.A","D","71","1024.25","2","22","13","9","24","41.38","80","2.50","3.84","198","112","69","15","2","24","12","5","5","0","0","3","18","6","59","92","55","0","0","-"
"821","Bobby McMann","TOR","C","56","647.31666666667","15","9","3","6","24","70.59","118","12.71","10.98","196","159","79","39","18","17","52","15","11","2","2","11","12","21","111","55","18","6","4","60.00"
"46","Evgenii Dadonov","DAL","R","51","671.96666666667","12","11","3","8","23","67.65","67","17.91","8.83","144","115","82","42","5","16","8","4","4","0","0","4","14","18","24","29","19","0","4","0.00"
"49","Max Pacioretty","WSH","L","47","678.38333333333","4","19","11","8","23","63.89","95","4.21","9.12","186","142","94","39","7","17","25","11","10","1","0","9","16","14","74","67","22","5","12","29.41"
"72","Mike Hoffman","S.J","C","66","906.28333333333","10","13","4","9","23","65.71","71","14.08","7.89","160","113","68","24","3","14","20","10","10","0","0","5","12","31","21","30","27","12","20","37.50"
"97","Casey Cizikas","NYI","C","70","975.86666666667","10","13","5","8","23","71.88","82","12.20","9.89","142","110","90","53","9","18","22","11","11","0","0","13","25","25","118","93","71","345","301","53.41"
"134","Ryan Johansen","COL","C","63","859.5","13","10","7","3","23","57.50","78","16.67","9.59","132","104","75","43","4","13","34","9","7","0","2","7","19","21","50","33","15","431","380","53.14"
"326","Sonny Milano","WSH","L","49","612.9","15","8","5","3","23","74.19","50","30.00","5.59","91","65","65","32","4","7","10","5","5","0","0","5","25","23","18","70","16","0","0","-"
