game_id,season,gameType,awayTeam.id,awayTeam.abbrev,homeTeam.id,homeTeam.abbrev,homeTeam.placeName.default,awayTeam.placeName.default,awayTeam.score,homeTeam.score,winningGoalScorer.playerId,winningGoalie.playerId,gameState,link,game_date_time,start_time,game_date
2024020029,20242025,2,12,CAR,14,TBL,Tampa Bay,Carolina,2,3,8478010,8476883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020029/play-by-play,2025-01-08 00:00:00+00:00,12:00 am,2025-01-08
2024020030,20242025,2,59,UTA,3,NYR,New York,Utah,6,5,8479343,8478971,OFF,https://api-web.nhle.com/v1/gamecenter/2024020030/play-by-play,2024-10-12 23:00:00+00:00,11:00 pm,2024-10-12
2024020031,20242025,2,1,NJD,15,WSH,Washington,New Jersey,5,3,8481032,8474593,OFF,https://api-web.nhle.com/v1/gamecenter/2024020031/play-by-play,2024-10-12 23:00:00+00:00,11:00 pm,2024-10-12
2024020032,20242025,2,2,NYI,25,DAL,Dallas,New York,0,3,8475794,8479979,OFF,https://api-web.nhle.com/v1/gamecenter/2024020032/play-by-play,2024-10-13 00:00:00+00:00,12:00 am,2024-10-13
2024020033,20242025,2,55,SEA,30,MIN,Minnesota,Seattle,5,4,,8478916,OFF,https://api-web.nhle.com/v1/gamecenter/2024020033/play-by-play,2024-10-13 00:00:00+00:00,12:00 am,2024-10-13
2024020034,20242025,2,29,CBJ,21,COL,Colorado,Columbus,6,4,8482475,8480193,OFF,https://api-web.nhle.com/v1/gamecenter/2024020034/play-by-play,2024-10-13 01:00:00+00:00,1:00 am,2024-10-13
2024020035,20242025,2,4,PHI,20,CGY,Calgary,Philadelphia,3,6,8474150,8481692,OFF,https://api-web.nhle.com/v1/gamecenter/2024020035/play-by-play,2024-10-13 02:00:00+00:00,2:00 am,2024-10-13
2024020036,20242025,2,16,CHI,22,EDM,Edmonton,Chicago,5,2,8484144,8475852,OFF,https://api-web.nhle.com/v1/gamecenter/2024020036/play-by-play,2024-10-13 02:00:00+00:00,2:00 am,2024-10-13
2024020037,20242025,2,24,ANA,28,SJS,San Jose,Anaheim,2,0,8480806,8480843,OFF,https://api-web.nhle.com/v1/gamecenter/2024020037/play-by-play,2024-10-13 02:00:00+00:00,2:00 am,2024-10-13
2024020038,20242025,2,30,MIN,52,WPG,Winnipeg,Minnesota,1,2,8478398,8476945,OFF,https://api-web.nhle.com/v1/gamecenter/2024020038/play-by-play,2024-10-13 22:00:00+00:00,10:00 pm,2024-10-13
2024020039,20242025,2,55,SEA,25,DAL,Dallas,Seattle,0,2,8479351,8479193,OFF,https://api-web.nhle.com/v1/gamecenter/2024020039/play-by-play,2024-10-14 00:00:00+00:00,12:00 am,2024-10-14
2024020040,20242025,2,20,CGY,22,EDM,Edmonton,Calgary,4,1,8477511,8478435,OFF,https://api-web.nhle.com/v1/gamecenter/2024020040/play-by-play,2024-10-14 00:00:00+00:00,12:00 am,2024-10-14
2024020041,20242025,2,24,ANA,54,VGK,Vegas,Anaheim,1,3,8476881,8478492,OFF,https://api-web.nhle.com/v1/gamecenter/2024020041/play-by-play,2024-10-14 02:00:00+00:00,2:00 am,2024-10-14
2024020042,20242025,2,13,FLA,6,BOS,Boston,Florida,4,3,8482113,8475683,OFF,https://api-web.nhle.com/v1/gamecenter/2024020042/play-by-play,2024-10-14 17:00:00+00:00,5:00 pm,2024-10-14
2024020043,20242025,2,26,LAK,9,OTT,Ottawa,Los Angeles,7,8,8480064,8481544,OFF,https://api-web.nhle.com/v1/gamecenter/2024020043/play-by-play,2024-10-14 17:00:00+00:00,5:00 pm,2024-10-14
2024020044,20242025,2,59,UTA,1,NJD,New Jersey,Utah,0,3,8483429,8474596,OFF,https://api-web.nhle.com/v1/gamecenter/2024020044/play-by-play,2024-10-14 17:00:00+00:00,5:00 pm,2024-10-14
2024020045,20242025,2,17,DET,3,NYR,New York,Detroit,1,4,8475184,8478048,OFF,https://api-web.nhle.com/v1/gamecenter/2024020045/play-by-play,2024-10-14 23:00:00+00:00,11:00 pm,2024-10-14
2024020046,20242025,2,5,PIT,8,MTL,Montréal,Pittsburgh,6,3,8475763,8477465,OFF,https://api-web.nhle.com/v1/gamecenter/2024020046/play-by-play,2024-10-14 23:30:00+00:00,11:30 pm,2024-10-14
2024020047,20242025,2,2,NYI,21,COL,Colorado,New York,6,2,8475754,8478009,OFF,https://api-web.nhle.com/v1/gamecenter/2024020047/play-by-play,2024-10-15 01:00:00+00:00,1:00 am,2024-10-15
2024020048,20242025,2,23,VAN,14,TBL,Tampa Bay,Vancouver,1,4,8478010,8476883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020048/play-by-play,2024-10-15 23:00:00+00:00,11:00 pm,2024-10-15
2024020049,20242025,2,54,VGK,15,WSH,Washington,Vegas,2,4,8481656,8480313,OFF,https://api-web.nhle.com/v1/gamecenter/2024020049/play-by-play,2024-10-15 23:00:00+00:00,11:00 pm,2024-10-15
2024020050,20242025,2,1,NJD,12,CAR,Carolina,New Jersey,2,4,8482809,8481611,OFF,https://api-web.nhle.com/v1/gamecenter/2024020050/play-by-play,2024-10-15 23:00:00+00:00,11:00 pm,2024-10-15
2024020051,20242025,2,13,FLA,29,CBJ,Columbus,Florida,4,3,8480185,8481519,OFF,https://api-web.nhle.com/v1/gamecenter/2024020051/play-by-play,2024-10-15 23:00:00+00:00,11:00 pm,2024-10-15
2024020052,20242025,2,30,MIN,19,STL,St. Louis,Minnesota,4,1,8480880,8479406,OFF,https://api-web.nhle.com/v1/gamecenter/2024020052/play-by-play,2024-10-15 23:30:00+00:00,11:30 pm,2024-10-15
2024020053,20242025,2,55,SEA,18,NSH,Nashville,Seattle,7,3,8475768,8478916,OFF,https://api-web.nhle.com/v1/gamecenter/2024020053/play-by-play,2024-10-16 00:00:00+00:00,12:00 am,2024-10-16
2024020054,20242025,2,28,SJS,25,DAL,Dallas,San Jose,2,3,,8479979,OFF,https://api-web.nhle.com/v1/gamecenter/2024020054/play-by-play,2024-10-16 00:00:00+00:00,12:00 am,2024-10-16
2024020055,20242025,2,16,CHI,20,CGY,Calgary,Chicago,1,3,8483808,8481692,OFF,https://api-web.nhle.com/v1/gamecenter/2024020055/play-by-play,2024-10-16 01:00:00+00:00,1:00 am,2024-10-16
2024020056,20242025,2,4,PHI,22,EDM,Edmonton,Philadelphia,3,4,8477934,8479973,OFF,https://api-web.nhle.com/v1/gamecenter/2024020056/play-by-play,2024-10-16 02:00:00+00:00,2:00 am,2024-10-16
2024020057,20242025,2,7,BUF,5,PIT,Pittsburgh,Buffalo,5,6,8471675,8482446,OFF,https://api-web.nhle.com/v1/gamecenter/2024020057/play-by-play,2024-10-16 23:00:00+00:00,11:00 pm,2024-10-16
2024020058,20242025,2,26,LAK,10,TOR,Toronto,Los Angeles,2,6,8482259,8476932,OFF,https://api-web.nhle.com/v1/gamecenter/2024020058/play-by-play,2024-10-16 23:30:00+00:00,11:30 pm,2024-10-16
2024020059,20242025,2,6,BOS,21,COL,Colorado,Boston,5,3,8476854,8476914,OFF,https://api-web.nhle.com/v1/gamecenter/2024020059/play-by-play,2024-10-17 01:30:00+00:00,1:30 am,2024-10-17
2024020060,20242025,2,59,UTA,24,ANA,Anaheim,Utah,4,5,8484153,8480843,OFF,https://api-web.nhle.com/v1/gamecenter/2024020060/play-by-play,2024-10-17 02:00:00+00:00,2:00 am,2024-10-17
2024020061,20242025,2,26,LAK,8,MTL,Montréal,Los Angeles,4,1,8482155,8479496,OFF,https://api-web.nhle.com/v1/gamecenter/2024020061/play-by-play,2024-10-17 23:00:00+00:00,11:00 pm,2024-10-17
2024020062,20242025,2,1,NJD,9,OTT,Ottawa,New Jersey,3,1,8479414,8474593,OFF,https://api-web.nhle.com/v1/gamecenter/2024020062/play-by-play,2024-10-17 23:00:00+00:00,11:00 pm,2024-10-17
2024020063,20242025,2,3,NYR,17,DET,Detroit,New York,5,2,8476389,8471734,OFF,https://api-web.nhle.com/v1/gamecenter/2024020063/play-by-play,2024-10-17 23:30:00+00:00,11:30 pm,2024-10-17
2024020064,20242025,2,54,VGK,14,TBL,Tampa Bay,Vegas,3,4,8476453,8476883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020064/play-by-play,2024-10-17 23:00:00+00:00,11:00 pm,2024-10-17
2024020065,20242025,2,23,VAN,13,FLA,Florida,Vancouver,3,2,8476468,8480947,OFF,https://api-web.nhle.com/v1/gamecenter/2024020065/play-by-play,2024-10-17 23:00:00+00:00,11:00 pm,2024-10-17
2024020066,20242025,2,25,DAL,15,WSH,Washington,Dallas,2,3,8479390,8479292,OFF,https://api-web.nhle.com/v1/gamecenter/2024020066/play-by-play,2024-10-17 23:00:00+00:00,11:00 pm,2024-10-17
2024020067,20242025,2,7,BUF,29,CBJ,Columbus,Buffalo,4,6,8479944,8480193,OFF,https://api-web.nhle.com/v1/gamecenter/2024020067/play-by-play,2024-10-17 23:00:00+00:00,11:00 pm,2024-10-17
2024020068,20242025,2,2,NYI,19,STL,St. Louis,New York,0,1,8482089,8480981,OFF,https://api-web.nhle.com/v1/gamecenter/2024020068/play-by-play,2024-10-18 00:00:00+00:00,12:00 am,2024-10-18
2024020069,20242025,2,22,EDM,18,NSH,Nashville,Edmonton,4,2,8478402,8475717,OFF,https://api-web.nhle.com/v1/gamecenter/2024020069/play-by-play,2024-10-18 00:00:00+00:00,12:00 am,2024-10-18
2024020070,20242025,2,28,SJS,16,CHI,Chicago,San Jose,2,4,8473422,8475852,OFF,https://api-web.nhle.com/v1/gamecenter/2024020070/play-by-play,2024-10-18 00:30:00+00:00,12:30 am,2024-10-18
2024020071,20242025,2,4,PHI,55,SEA,Seattle,Philadelphia,4,6,8483524,8475831,OFF,https://api-web.nhle.com/v1/gamecenter/2024020071/play-by-play,2024-10-18 02:00:00+00:00,2:00 am,2024-10-18
2024020072,20242025,2,12,CAR,5,PIT,Pittsburgh,Carolina,4,1,8480039,8475883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020072/play-by-play,2024-10-18 23:00:00+00:00,11:00 pm,2024-10-18
2024020073,20242025,2,28,SJS,52,WPG,Winnipeg,San Jose,3,8,8480145,8476945,OFF,https://api-web.nhle.com/v1/gamecenter/2024020073/play-by-play,2024-10-19 00:00:00+00:00,12:00 am,2024-10-19
2024020074,20242025,2,24,ANA,21,COL,Colorado,Anaheim,3,4,8477492,8480382,OFF,https://api-web.nhle.com/v1/gamecenter/2024020074/play-by-play,2024-10-19 01:00:00+00:00,1:00 am,2024-10-19
2024020075,20242025,2,14,TBL,9,OTT,Ottawa,Tampa Bay,4,5,8479393,8476341,OFF,https://api-web.nhle.com/v1/gamecenter/2024020075/play-by-play,2024-10-19 17:00:00+00:00,5:00 pm,2024-10-19
2024020076,20242025,2,17,DET,18,NSH,Nashville,Detroit,5,2,8477429,8479312,OFF,https://api-web.nhle.com/v1/gamecenter/2024020076/play-by-play,2024-10-19 18:00:00+00:00,6:00 pm,2024-10-19
2024020077,20242025,2,22,EDM,25,DAL,Dallas,Edmonton,1,4,8475168,8479979,OFF,https://api-web.nhle.com/v1/gamecenter/2024020077/play-by-play,2024-10-19 20:00:00+00:00,8:00 pm,2024-10-19
2024020078,20242025,2,54,VGK,13,FLA,Florida,Vegas,3,4,8478055,8475683,OFF,https://api-web.nhle.com/v1/gamecenter/2024020078/play-by-play,2024-10-19 22:00:00+00:00,10:00 pm,2024-10-19
2024020079,20242025,2,3,NYR,10,TOR,Toronto,New York,4,1,8475184,8478048,OFF,https://api-web.nhle.com/v1/gamecenter/2024020079/play-by-play,2024-10-19 23:00:00+00:00,11:00 pm,2024-10-19
2024020080,20242025,2,15,WSH,1,NJD,New Jersey,Washington,6,5,8476880,8480313,OFF,https://api-web.nhle.com/v1/gamecenter/2024020080/play-by-play,2024-10-19 23:00:00+00:00,11:00 pm,2024-10-19
2024020081,20242025,2,8,MTL,2,NYI,New York,Montréal,3,4,,8473575,OFF,https://api-web.nhle.com/v1/gamecenter/2024020081/play-by-play,2024-10-19 23:00:00+00:00,11:00 pm,2024-10-19
2024020082,20242025,2,23,VAN,4,PHI,Philadelphia,Vancouver,3,0,8481535,8480947,OFF,https://api-web.nhle.com/v1/gamecenter/2024020082/play-by-play,2024-10-19 23:00:00+00:00,11:00 pm,2024-10-19
2024020083,20242025,2,30,MIN,29,CBJ,Columbus,Minnesota,3,1,8478864,8479406,OFF,https://api-web.nhle.com/v1/gamecenter/2024020083/play-by-play,2024-10-19 23:00:00+00:00,11:00 pm,2024-10-19
2024020084,20242025,2,12,CAR,19,STL,St. Louis,Carolina,3,4,8477953,8480981,OFF,https://api-web.nhle.com/v1/gamecenter/2024020084/play-by-play,2024-10-19 23:00:00+00:00,11:00 pm,2024-10-19
2024020085,20242025,2,7,BUF,16,CHI,Chicago,Buffalo,4,2,8482175,8480045,OFF,https://api-web.nhle.com/v1/gamecenter/2024020085/play-by-play,2024-10-20 00:00:00+00:00,12:00 am,2024-10-20
2024020086,20242025,2,6,BOS,59,UTA,Utah,Boston,1,2,8480891,8478971,OFF,https://api-web.nhle.com/v1/gamecenter/2024020086/play-by-play,2024-10-20 01:00:00+00:00,1:00 am,2024-10-20
2024020087,20242025,2,20,CGY,55,SEA,Seattle,Calgary,1,2,8474586,8478916,OFF,https://api-web.nhle.com/v1/gamecenter/2024020087/play-by-play,2024-10-20 02:00:00+00:00,2:00 am,2024-10-20
2024020088,20242025,2,5,PIT,52,WPG,Winnipeg,Pittsburgh,3,6,8476392,8477480,OFF,https://api-web.nhle.com/v1/gamecenter/2024020088/play-by-play,2024-10-20 19:00:00+00:00,7:00 pm,2024-10-20
2024020089,20242025,2,21,COL,28,SJS,San Jose,Colorado,4,1,8479525,8481020,OFF,https://api-web.nhle.com/v1/gamecenter/2024020089/play-by-play,2024-10-21 00:00:00+00:00,12:00 am,2024-10-21
2024020090,20242025,2,26,LAK,24,ANA,Anaheim,Los Angeles,4,1,8482155,8479496,OFF,https://api-web.nhle.com/v1/gamecenter/2024020090/play-by-play,2024-10-21 00:00:00+00:00,12:00 am,2024-10-21
2024020091,20242025,2,14,TBL,10,TOR,Toronto,Tampa Bay,2,5,8477939,8476932,OFF,https://api-web.nhle.com/v1/gamecenter/2024020091/play-by-play,2024-10-21 23:30:00+00:00,11:30 pm,2024-10-21
2024020092,20242025,2,15,WSH,4,PHI,Philadelphia,Washington,4,1,8478233,8479292,OFF,https://api-web.nhle.com/v1/gamecenter/2024020092/play-by-play,2024-10-22 22:00:00+00:00,10:00 pm,2024-10-22
2024020093,20242025,2,30,MIN,13,FLA,Florida,Minnesota,5,1,8475149,8479406,OFF,https://api-web.nhle.com/v1/gamecenter/2024020093/play-by-play,2024-10-22 22:30:00+00:00,10:30 pm,2024-10-22
2024020094,20242025,2,14,TBL,1,NJD,New Jersey,Tampa Bay,8,5,8475167,8477992,OFF,https://api-web.nhle.com/v1/gamecenter/2024020094/play-by-play,2024-10-22 22:45:00+00:00,10:45 pm,2024-10-22
2024020095,20242025,2,25,DAL,7,BUF,Buffalo,Dallas,2,4,8479420,8480045,OFF,https://api-web.nhle.com/v1/gamecenter/2024020095/play-by-play,2024-10-22 23:00:00+00:00,11:00 pm,2024-10-22
2024020096,20242025,2,3,NYR,8,MTL,Montréal,New York,7,2,8475191,8478048,OFF,https://api-web.nhle.com/v1/gamecenter/2024020096/play-by-play,2024-10-22 23:15:00+00:00,11:15 pm,2024-10-22
2024020097,20242025,2,10,TOR,29,CBJ,Columbus,Toronto,2,6,8479671,8480193,OFF,https://api-web.nhle.com/v1/gamecenter/2024020097/play-by-play,2024-10-22 23:30:00+00:00,11:30 pm,2024-10-22
2024020098,20242025,2,17,DET,2,NYI,New York,Detroit,1,0,8474141,8479312,OFF,https://api-web.nhle.com/v1/gamecenter/2024020098/play-by-play,2024-10-22 23:45:00+00:00,11:45 pm,2024-10-22
2024020099,20242025,2,52,WPG,19,STL,St. Louis,Winnipeg,3,2,8478398,8476945,OFF,https://api-web.nhle.com/v1/gamecenter/2024020099/play-by-play,2024-10-23 00:00:00+00:00,12:00 am,2024-10-23
2024020100,20242025,2,23,VAN,16,CHI,Chicago,Vancouver,6,3,8478856,8480947,OFF,https://api-web.nhle.com/v1/gamecenter/2024020100/play-by-play,2024-10-23 00:15:00+00:00,12:15 am,2024-10-23
2024020101,20242025,2,6,BOS,18,NSH,Nashville,Boston,0,4,8475158,8477424,OFF,https://api-web.nhle.com/v1/gamecenter/2024020101/play-by-play,2024-10-23 00:45:00+00:00,12:45 am,2024-10-23
2024020102,20242025,2,5,PIT,20,CGY,Calgary,Pittsburgh,3,4,,8481692,OFF,https://api-web.nhle.com/v1/gamecenter/2024020102/play-by-play,2024-10-23 01:30:00+00:00,1:30 am,2024-10-23
2024020103,20242025,2,12,CAR,22,EDM,Edmonton,Carolina,3,2,8478427,8475883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020103/play-by-play,2024-10-23 01:00:00+00:00,1:00 am,2024-10-23
2024020104,20242025,2,9,OTT,59,UTA,Utah,Ottawa,4,0,8480208,8476341,OFF,https://api-web.nhle.com/v1/gamecenter/2024020104/play-by-play,2024-10-23 01:15:00+00:00,1:15 am,2024-10-23
2024020105,20242025,2,28,SJS,24,ANA,Anaheim,San Jose,1,3,8484153,8480843,OFF,https://api-web.nhle.com/v1/gamecenter/2024020105/play-by-play,2024-10-23 02:15:00+00:00,2:15 am,2024-10-23
2024020106,20242025,2,21,COL,55,SEA,Seattle,Colorado,3,2,8477492,8481020,OFF,https://api-web.nhle.com/v1/gamecenter/2024020106/play-by-play,2024-10-23 00:30:00+00:00,12:30 am,2024-10-23
2024020107,20242025,2,26,LAK,54,VGK,Vegas,Los Angeles,1,6,8475913,8478492,OFF,https://api-web.nhle.com/v1/gamecenter/2024020107/play-by-play,2024-10-23 03:00:00+00:00,3:00 am,2024-10-23
2024020108,20242025,2,4,PHI,15,WSH,Washington,Philadelphia,3,6,8481580,8480313,OFF,https://api-web.nhle.com/v1/gamecenter/2024020108/play-by-play,2024-10-23 23:30:00+00:00,11:30 pm,2024-10-23
2024020109,20242025,2,25,DAL,6,BOS,Boston,Dallas,5,2,8482702,8479193,OFF,https://api-web.nhle.com/v1/gamecenter/2024020109/play-by-play,2024-10-24 23:00:00+00:00,11:00 pm,2024-10-24
2024020110,20242025,2,19,STL,10,TOR,Toronto,St. Louis,5,1,8482077,8476412,OFF,https://api-web.nhle.com/v1/gamecenter/2024020110/play-by-play,2024-10-24 23:00:00+00:00,11:00 pm,2024-10-24
2024020111,20242025,2,1,NJD,17,DET,Detroit,New Jersey,3,5,8474141,8475660,OFF,https://api-web.nhle.com/v1/gamecenter/2024020111/play-by-play,2024-10-24 23:00:00+00:00,11:00 pm,2024-10-24
2024020112,20242025,2,30,MIN,14,TBL,Tampa Bay,Minnesota,4,2,8481557,8470594,OFF,https://api-web.nhle.com/v1/gamecenter/2024020112/play-by-play,2024-10-24 23:00:00+00:00,11:00 pm,2024-10-24
2024020113,20242025,2,13,FLA,3,NYR,New York,Florida,3,1,8477409,8475683,OFF,https://api-web.nhle.com/v1/gamecenter/2024020113/play-by-play,2024-10-24 23:00:00+00:00,11:00 pm,2024-10-24
2024020114,20242025,2,12,CAR,20,CGY,Calgary,Carolina,4,2,8480039,8481611,OFF,https://api-web.nhle.com/v1/gamecenter/2024020114/play-by-play,2024-10-25 01:00:00+00:00,1:00 am,2024-10-25
2024020115,20242025,2,21,COL,59,UTA,Utah,Colorado,5,1,8480069,8481020,OFF,https://api-web.nhle.com/v1/gamecenter/2024020115/play-by-play,2024-10-25 01:00:00+00:00,1:00 am,2024-10-25
2024020116,20242025,2,52,WPG,55,SEA,Seattle,Winnipeg,4,3,8477940,8476945,OFF,https://api-web.nhle.com/v1/gamecenter/2024020116/play-by-play,2024-10-25 02:00:00+00:00,2:00 am,2024-10-25
2024020117,20242025,2,28,SJS,26,LAK,Los Angeles,San Jose,2,3,8477998,8479496,OFF,https://api-web.nhle.com/v1/gamecenter/2024020117/play-by-play,2024-10-25 02:30:00+00:00,2:30 am,2024-10-25
2024020118,20242025,2,9,OTT,54,VGK,Vegas,Ottawa,4,6,8478434,8478499,OFF,https://api-web.nhle.com/v1/gamecenter/2024020118/play-by-play,2024-10-25 22:00:00+00:00,10:00 pm,2024-10-25
2024020119,20242025,2,2,NYI,1,NJD,New Jersey,New York,4,3,8477500,8478009,OFF,https://api-web.nhle.com/v1/gamecenter/2024020119/play-by-play,2024-10-25 23:00:00+00:00,11:00 pm,2024-10-25
2024020120,20242025,2,18,NSH,16,CHI,Chicago,Nashville,3,2,8476869,8477424,OFF,https://api-web.nhle.com/v1/gamecenter/2024020120/play-by-play,2024-10-26 00:30:00+00:00,12:30 am,2024-10-26
2024020121,20242025,2,5,PIT,22,EDM,Edmonton,Pittsburgh,0,4,8477934,8479973,OFF,https://api-web.nhle.com/v1/gamecenter/2024020121/play-by-play,2024-10-26 01:00:00+00:00,1:00 am,2024-10-26
2024020122,20242025,2,17,DET,7,BUF,Buffalo,Detroit,3,5,8481524,8480045,OFF,https://api-web.nhle.com/v1/gamecenter/2024020122/play-by-play,2024-10-26 17:00:00+00:00,5:00 pm,2024-10-26
2024020123,20242025,2,30,MIN,4,PHI,Philadelphia,Minnesota,5,7,8477499,8481035,OFF,https://api-web.nhle.com/v1/gamecenter/2024020123/play-by-play,2024-10-26 17:00:00+00:00,5:00 pm,2024-10-26
2024020124,20242025,2,59,UTA,26,LAK,Los Angeles,Utah,2,3,8476441,8475311,OFF,https://api-web.nhle.com/v1/gamecenter/2024020124/play-by-play,2024-10-26 20:00:00+00:00,8:00 pm,2024-10-26
2024020125,20242025,2,10,TOR,6,BOS,Boston,Toronto,3,4,8473419,8480280,OFF,https://api-web.nhle.com/v1/gamecenter/2024020125/play-by-play,2024-10-26 23:00:00+00:00,11:00 pm,2024-10-26
2024020126,20242025,2,19,STL,8,MTL,Montréal,St. Louis,2,5,8481618,8478470,OFF,https://api-web.nhle.com/v1/gamecenter/2024020126/play-by-play,2024-10-26 23:00:00+00:00,11:00 pm,2024-10-26
2024020127,20242025,2,15,WSH,14,TBL,Tampa Bay,Washington,0,3,8482070,8476883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020127/play-by-play,2024-10-26 23:00:00+00:00,11:00 pm,2024-10-26
2024020128,20242025,2,24,ANA,3,NYR,New York,Anaheim,1,2,8482157,8471734,OFF,https://api-web.nhle.com/v1/gamecenter/2024020128/play-by-play,2024-10-26 23:00:00+00:00,11:00 pm,2024-10-26
2024020129,20242025,2,52,WPG,20,CGY,Calgary,Winnipeg,5,3,8482149,8477480,OFF,https://api-web.nhle.com/v1/gamecenter/2024020129/play-by-play,2024-10-26 23:00:00+00:00,11:00 pm,2024-10-26
2024020130,20242025,2,13,FLA,2,NYI,New York,Florida,6,3,8477935,8481519,OFF,https://api-web.nhle.com/v1/gamecenter/2024020130/play-by-play,2024-10-26 23:30:00+00:00,11:30 pm,2024-10-26
2024020131,20242025,2,29,CBJ,18,NSH,Nashville,Columbus,3,4,8476539,8475809,OFF,https://api-web.nhle.com/v1/gamecenter/2024020131/play-by-play,2024-10-27 00:00:00+00:00,12:00 am,2024-10-27
2024020132,20242025,2,16,CHI,25,DAL,Dallas,Chicago,2,4,8475168,8479979,OFF,https://api-web.nhle.com/v1/gamecenter/2024020132/play-by-play,2024-10-27 00:00:00+00:00,12:00 am,2024-10-27
2024020133,20242025,2,5,PIT,23,VAN,Vancouver,Pittsburgh,3,4,8483395,8480947,OFF,https://api-web.nhle.com/v1/gamecenter/2024020133/play-by-play,2024-10-27 02:00:00+00:00,2:00 am,2024-10-27
2024020134,20242025,2,28,SJS,54,VGK,Vegas,San Jose,3,7,8476448,8478492,OFF,https://api-web.nhle.com/v1/gamecenter/2024020134/play-by-play,2024-10-27 02:00:00+00:00,2:00 am,2024-10-27
2024020135,20242025,2,12,CAR,55,SEA,Seattle,Carolina,4,1,8480835,8475883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020135/play-by-play,2024-10-27 02:00:00+00:00,2:00 am,2024-10-27
2024020136,20242025,2,22,EDM,17,DET,Detroit,Edmonton,3,2,8477934,8475717,OFF,https://api-web.nhle.com/v1/gamecenter/2024020136/play-by-play,2024-10-27 22:00:00+00:00,10:00 pm,2024-10-27
2024020137,20242025,2,24,ANA,1,NJD,New Jersey,Anaheim,2,6,8476474,8474593,OFF,https://api-web.nhle.com/v1/gamecenter/2024020137/play-by-play,2024-10-27 23:00:00+00:00,11:00 pm,2024-10-27
2024020138,20242025,2,8,MTL,4,PHI,Philadelphia,Montréal,4,3,8478133,8480051,OFF,https://api-web.nhle.com/v1/gamecenter/2024020138/play-by-play,2024-10-27 23:00:00+00:00,11:00 pm,2024-10-27
2024020139,20242025,2,9,OTT,21,COL,Colorado,Ottawa,4,5,8477492,8481020,OFF,https://api-web.nhle.com/v1/gamecenter/2024020139/play-by-play,2024-10-28 01:00:00+00:00,1:00 am,2024-10-28
2024020140,20242025,2,13,FLA,7,BUF,Buffalo,Florida,5,2,8477409,8475683,OFF,https://api-web.nhle.com/v1/gamecenter/2024020140/play-by-play,2024-10-28 23:00:00+00:00,11:00 pm,2024-10-28
2024020141,20242025,2,18,NSH,14,TBL,Tampa Bay,Nashville,2,3,8477426,8476883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020141/play-by-play,2024-10-28 23:30:00+00:00,11:30 pm,2024-10-28
2024020142,20242025,2,22,EDM,29,CBJ,Columbus,Edmonton,1,6,8484166,8478007,OFF,https://api-web.nhle.com/v1/gamecenter/2024020142/play-by-play,2024-10-28 23:00:00+00:00,11:00 pm,2024-10-28
2024020143,20242025,2,10,TOR,52,WPG,Winnipeg,Toronto,6,4,8475166,8476932,OFF,https://api-web.nhle.com/v1/gamecenter/2024020143/play-by-play,2024-10-28 23:30:00+00:00,11:30 pm,2024-10-28
2024020144,20242025,2,16,CHI,21,COL,Colorado,Chicago,5,2,8477987,8475852,OFF,https://api-web.nhle.com/v1/gamecenter/2024020144/play-by-play,2024-10-29 01:00:00+00:00,1:00 am,2024-10-29
2024020145,20242025,2,28,SJS,59,UTA,Utah,San Jose,5,4,8477505,8478406,OFF,https://api-web.nhle.com/v1/gamecenter/2024020145/play-by-play,2024-10-29 01:00:00+00:00,1:00 am,2024-10-29
2024020146,20242025,2,12,CAR,23,VAN,Vancouver,Carolina,4,3,8478427,8481611,OFF,https://api-web.nhle.com/v1/gamecenter/2024020146/play-by-play,2024-10-29 02:00:00+00:00,2:00 am,2024-10-29
2024020147,20242025,2,20,CGY,54,VGK,Vegas,Calgary,0,5,8474565,8478499,OFF,https://api-web.nhle.com/v1/gamecenter/2024020147/play-by-play,2024-10-29 02:00:00+00:00,2:00 am,2024-10-29
2024020148,20242025,2,4,PHI,6,BOS,Boston,Philadelphia,2,0,8482159,8481035,OFF,https://api-web.nhle.com/v1/gamecenter/2024020148/play-by-play,2024-10-29 23:00:00+00:00,11:00 pm,2024-10-29
2024020149,20242025,2,55,SEA,8,MTL,Montréal,Seattle,8,2,8475768,8478916,OFF,https://api-web.nhle.com/v1/gamecenter/2024020149/play-by-play,2024-10-29 23:00:00+00:00,11:00 pm,2024-10-29
2024020150,20242025,2,19,STL,9,OTT,Ottawa,St. Louis,1,8,8479393,8476999,OFF,https://api-web.nhle.com/v1/gamecenter/2024020150/play-by-play,2024-10-29 23:00:00+00:00,11:00 pm,2024-10-29
2024020151,20242025,2,3,NYR,15,WSH,Washington,New York,3,5,8481656,8480313,OFF,https://api-web.nhle.com/v1/gamecenter/2024020151/play-by-play,2024-10-29 23:30:00+00:00,11:30 pm,2024-10-29
