game_id,season,gameType,awayTeam.id,awayTeam.abbrev,homeTeam.id,homeTeam.abbrev,homeTeam.placeName.default,awayTeam.placeName.default,awayTeam.score,homeTeam.score,winningGoalScorer.playerId,winningGoalie.playerId,gameState,link,game_date_time,start_time,game_date
2024020018,20242025,2,29,CBJ,30,MIN,Minnesota,Columbus,2,3,8475692,8479406,OFF,https://api-web.nhle.com/v1/gamecenter/2024020018/play-by-play,2024-10-11 00:00:00+00:00,12:00 am,2024-10-11
2024020019,20242025,2,19,STL,28,SJS,San Jose,St. Louis,5,4,8475170,8480981,OFF,https://api-web.nhle.com/v1/gamecenter/2024020019/play-by-play,2024-10-11 02:30:00+00:00,2:30 am,2024-10-11
2024020020,20242025,2,14,TBL,12,CAR,Carolina,Tampa Bay,4,1,8476453,8476883,OFF,https://api-web.nhle.com/v1/gamecenter/2024020020/play-by-play,2024-10-11 23:00:00+00:00,11:00 pm,2024-10-11
2024020021,20242025,2,16,CHI,52,WPG,Winnipeg,Chicago,1,2,8476460,8476945,OFF,https://api-web.nhle.com/v1/gamecenter/2024020021/play-by-play,2024-10-12 00:00:00+00:00,12:00 am,2024-10-12
2024020022,20242025,2,4,PHI,23,VAN,Vancouver,Philadelphia,3,2,,8481035,OFF,https://api-web.nhle.com/v1/gamecenter/2024020022/play-by-play,2024-10-12 02:00:00+00:00,2:00 am,2024-10-12
2024020023,20242025,2,19,STL,54,VGK,Vegas,St. Louis,3,4,8478462,8478499,OFF,https://api-web.nhle.com/v1/gamecenter/2024020023/play-by-play,2024-10-12 02:00:00+00:00,2:00 am,2024-10-12
2024020024,20242025,2,26,LAK,6,BOS,Boston,Los Angeles,1,2,8477956,8480280,OFF,https://api-web.nhle.com/v1/gamecenter/2024020024/play-by-play,2024-10-12 17:00:00+00:00,5:00 pm,2024-10-12
2024020025,20242025,2,13,FLA,7,BUF,Buffalo,Florida,2,5,8480035,8482221,OFF,https://api-web.nhle.com/v1/gamecenter/2024020025/play-by-play,2024-10-12 23:00:00+00:00,11:00 pm,2024-10-12
2024020026,20242025,2,5,PIT,10,TOR,Toronto,Pittsburgh,2,4,8478483,8476932,OFF,https://api-web.nhle.com/v1/gamecenter/2024020026/play-by-play,2024-10-12 23:00:00+00:00,11:00 pm,2024-10-12
2024020027,20242025,2,9,OTT,8,MTL,Montréal,Ottawa,1,4,8481540,8478470,OFF,https://api-web.nhle.com/v1/gamecenter/2024020027/play-by-play,2024-10-12 23:00:00+00:00,11:00 pm,2024-10-12
2024020028,20242025,2,18,NSH,17,DET,Detroit,Nashville,0,3,8477456,8475660,OFF,https://api-web.nhle.com/v1/gamecenter/2024020028/play-by-play,2024-10-12 23:00:00+00:00,11:00 pm,2024-10-12
